fold,実際,機能B,confidence,由来,理由,LightGBM,XGBoost,近傍5件の中央値,参考: LightGBM+文字TF-IDF
1,10995.0,8800.0,0.62,llm,統計モデル（9.3〜9.8千）と類似事例（5.0〜9.0千、中央値7.5千）の中間を採用。LT2 AWD・レザー・ナビ等の上級装備とディーラー出品である点を上乗せ材料とした。,9760.29350156614,9281.630859375,7500.0,8913.107141811981
1,48750.0,51500.0,0.6,llm,統計モデル（54-55k）と近傍中央値（約50k）の中間を採用。XLTグレードで装備は標準的、BHPH系の広告文で特別な加点材料がないため、やや近傍事例寄りに調整した。,54397.40313402218,55578.69140625,49998.0,52112.19911767303
1,49995.0,45000.0,0.4,llm,統計モデル（38k〜44k）を出発点とし、類似事例が軒並み55k〜80kと高いが、それらはディーゼル・4WDの高額仕様が中心。査定対象は6.0Lガソリン・rwdの商用フラットベッドで低走行のため、モデル予測をやや上振れさせた水準とした。,44207.214499553935,38391.35546875,69998.0,42476.7136296664
1,41590.0,33500.0,0.6,llm,"統計モデル32,000〜33,200を出発点に、T8 R-Design（プラグインハイブリッド上級グレード）でT6 R-Design類似事例（33,590〜36,590）より上位である点をやや加味した。Carvana定型文で価格材料となる記述はなし。",32037.99317404293,33238.0859375,30590.0,34437.968673334646
1,2999.0,3800.0,0.66,llm,"類似事例が2,595〜4,000に集中しており、統計モデル(5,100前後)は高めに外れていると判断。説明文に価格を動かす特記事項はなく、近傍中央値寄りにやや上方修正した。",5095.08397982063,5411.05224609375,3500.0,2758.6470497502
1,4500.0,3600.0,0.45,llm,"統計モデル(4,200〜5,100)と類似事例(1,000〜4,740、中央値2,500)の中間を採用。ディーラー出品で装備記載は充実するが年式・走行距離は平凡なため、やや低めに調整した。",5082.576755547737,4193.85400390625,2500.0,6780.240364661074
1,17954.0,16500.0,0.6,llm,類似事例が11-21千ドル（中央値約15千）に集中しており、LightGBM/XGBの29千は高すぎると判断。Titanium 4WD・パノラマルーフ等の上級装備とディーラー出品を加味し中央値より上乗せした。,29422.358704449165,29033.857421875,14990.0,19290.6066640371
1,11999.0,11200.0,0.6,llm,"統計モデル(9,400〜10,996)を出発点に、類似事例が概ね10,500〜12,000帯で、査定対象は車齢が2〜3年新しくディーラー整備・保証付き・充実装備である点を上乗せして11,200とした。",10155.86246309159,9381.7109375,10995.0,12624.741597683036
1,6000.0,6300.0,0.6,llm,"モデル予測5,000〜5,600と類似事例5,950〜8,695の中間を取り、消耗品一式交換済み・フル装備の記述をやや加点した。",5586.664722383325,5011.56298828125,6800.0,6227.915034006366
1,6000.0,6300.0,0.6,llm,"統計モデル（7,200〜7,800）と類似事例中央値（約5,200）の中間を採用。状態excellentで走行距離も少なめだが、類似事例の価格帯が低いためやや下方修正した。",7786.548251472146,7194.99267578125,5200.0,6106.833546622335
1,5500.0,7000.0,0.6,llm,"統計モデル（約5,700〜6,200）と類似事例（6,500〜8,950、中央値7,710）の中間を採用。1オーナー・整備済み・現行登録の良好個体で減額要因がなく、ハワイ市場も相場は高めのため中央寄りやや上に設定。",6196.829708490545,5745.14453125,7710.0,6071.7191161077
1,2000.0,11200.0,0.62,llm,"統計モデル(9.4k〜10.9k)と類似事例中央値(約11,995)の中間を採用。BHPH系ディーラーの現金価格表記で装備は標準的、特筆すべき加減点材料がないため。",10918.468123186909,9362.154296875,11992.0,10833.410033756016
1,3999.0,3200.0,0.6,llm,"統計モデル(約3,000〜3,900)と類似事例(2,295〜3,800)の中心域を採用。ディーラー出品で装備記載は標準的、SOLD表記のみで価格を動かす特記事項はないため中位値とした。",3917.5591000351437,2999.3408203125,3500.0,4119.356292260575
1,8999.0,9200.0,0.45,llm,統計モデル約1万ドルを出発点としつつ、類似事例の中央値が7千前後と低いため下方修正。ディーラー出品で整備・保証付きの分は高めに残した。,10070.480373214707,10275.787109375,6950.0,9627.844422038686
1,14981.0,12000.0,0.6,llm,"統計モデル（11.1k〜11.7k）を出発点に、TDIディーゼル4WDで同年式のディーゼル事例が13,980と高めであること、buy-here-pay-here系ディーラー出品でやや強気な価格設定になりやすい点を加味して微増させた。",11129.012660126042,11746.119140625,10000.0,13151.13821146442
1,5996.0,6200.0,0.62,llm,"統計モデル（約5,500〜5,650）を出発点に、類似事例が6,000〜7,500と高めで、Carfax付き・夏冬タイヤ付属・州検査済みという加点材料があるため若干上振れさせた。",5504.772835144678,5643.3310546875,6995.0,5175.39623357023
1,7000.0,10500.0,0.42,llm,"統計モデルは8千ドル台だが、類似事例（特にガソリン4WDの17,950）はより高い。ガソリン車でディーゼル勢より安く見るべきだが、主要部品（トランスファー、燃料ポンプ、ブレーキ）交換済みで整備良好の記述を加点し、モデル予測をやや上方修正した。",8102.115528897957,8444.2001953125,17950.0,9428.458773900727
1,2499.0,4100.0,0.62,llm,"統計モデル(約4,200)を出発点に、類似事例が3,500〜4,950に分布することを考慮。状態excellentは加点要素だが走行16万マイルで抑制し、やや下方の4,100とした。",4192.889797523335,4237.93310546875,3799.0,5084.535212398393
1,9500.0,6300.0,0.6,llm,"類似事例（車齢8・18万マイル前後のTaurus SELが約6,000）が最も近く、統計モデルの9,800は高すぎると判断。like newと新品部品交換の記述で若干上乗せした。",9833.1441932443,9844.318359375,6000.0,6442.656814194536
1,6998.0,6400.0,0.6,llm,"統計モデル約6,050〜6,100を出発点に、走行距離が少なく1オーナー・革内装・like new状態である点を小幅に加点。類似事例の価格帯(3,650〜9,000)にも収まる。",6102.4120545816995,6053.84521484375,5900.0,5571.169571756797
1,9500.0,7200.0,0.55,llm,統計モデル（7.1k〜7.8k）を出発点に、走行18万マイル超の12年落ちML350というマイナス要素と、ディーラー出品で装備が標準的な点を考慮し、やや下方に調整した。類似事例は車種が異なり参考度が低い。,7830.772599110728,7127.65771484375,5500.0,9915.955557387877
1,28750.0,29500.0,0.62,llm,"統計モデル予測(約30,600〜31,300)と近傍中央値28,995の中間を採用。LTZ・4x4・革内装など上級装備はプラス要因だが、買取店(BHPH)で表示価格が高めになりやすい点は既にモデル予測に含まれると見た。",30593.09786400448,31311.421875,28995.0,29117.839830446388
1,33499.0,29500.0,0.62,llm,統計モデル（31k〜32k）と類似事例中央値（約28k）の中間を採用。SLTレザー・4WDクルーキャブという上位グレードでディーラー出品のため下限側には寄せず、やや高めに設定した。,32382.125224604202,31111.935546875,27991.0,29523.901652851127
1,16199.0,18500.0,0.5,llm,統計モデル約15.6千を出発点に、類似のGL-class成約が17〜24千と高めなため上方修正。buy-here-pay-here系の販売店表示で相場やや高めの傾向も考慮した。,15703.911117604786,15573.0263671875,20999.0,15597.080185002853
1,5999.0,5600.0,0.5,llm,"統計モデル約6,200ドルを出発点とし、車齢19年・16.8万マイルで類似の同年代事例が2,000〜3,850ドルと低いため下方修正。ただし12人乗り・レザー・良好なタイヤの販売店在庫であることを加味した。",6303.559011946378,6179.00048828125,3850.0,5643.436180659656
1,45000.0,38500.0,0.5,llm,統計モデルの33〜36k台を出発点に、車齢3年・走行25千マイルと低走行かつ状態excellentで、類似事例中の同年式より条件が良い点を上乗せした。ディーラー出品の定型文以外に価格を動かす記述はない。,35063.56781912689,32863.69140625,35888.0,40879.93112229099
1,23900.0,24000.0,0.6,llm,統計モデル（17.9k〜21.4k）より類似事例（23k〜33k）の方が高く、同年式・同走行距離のQX80が23k〜26k帯であることを重視。ディーラー出品で装備も標準的、状態goodのためやや低めの24kとした。,17903.13511147557,21414.642578125,25999.0,18287.067644530875
1,16990.0,20500.0,0.62,llm,"統計モデル約21,000を出発点とし、類似事例（18,995〜24,999）の中心域を考慮。1オーナー・クリアタイトル・4WDクルーキャブXLTは加点だが走行16万マイル超で相殺し、やや下方修正した。",21089.92484633603,21204.478515625,18998.0,19433.95759109931
1,20995.0,22500.0,0.5,llm,統計モデル約20.5千を出発点に、近傍中央値25千とEcoBoost 3.5L V6ツインターボ4WDというディーラー出品の要素を加味して中間値とした。,20681.630388099144,20404.685546875,24995.0,20943.594703949853
1,14950.0,14500.0,0.5,llm,"統計モデルは1万強だが、類似事例は13,000〜20,750で中央値約14,000。走行6.5万マイルと多数の改造・付属品を考慮し、近傍中央値をやや上回る水準とした。",10750.295694869037,10562.90234375,13999.0,11258.81694914797
1,5000.0,6200.0,0.5,llm,"統計モデルは約8,000〜10,600だが、類似事例はすべてclean titleで状態も良い。査定対象はsalvage・27万マイル・fair、外装損傷とエアバッグ無しの記載があるため大きく減額した。",10587.193077342945,7938.8173828125,11500.0,8499.873211814058
1,18495.0,19800.0,0.7,llm,"走行距離が7.3万マイルとやや多く、車齢3年の同型で走行7万マイルの事例1（18,795）が最も近い。ディーラー出品で装備も標準的なため、統計モデル（20.8k〜24.0k）よりやや低めの2万ドル弱と判断。",20808.724557466343,24025.642578125,18795.0,20614.994006865887
1,16900.0,15500.0,0.62,llm,"統計モデル予測(約16,300〜16,800)を出発点に、走行17万マイル超と類似事例中央値(約15,000)を踏まえてやや下方修正。説明文は整備良好・スモッグ合格でマイナス要因なし。",16813.562717676785,16344.4658203125,14995.0,17346.244104434478
1,15500.0,12500.0,0.4,llm,"統計モデルは1.8〜1.9万と高めだが、類似事例の多くは5,500〜9,000ドル台で、16,999の1件のみ高い。低走行(8.2万マイル)・4WD・V6・良装備を加味し、モデル予測と類似事例中央値の間を取った。",19107.185489389696,18391.607421875,7995.0,15900.25570948661
1,8000.0,5000.0,0.62,llm,統計モデル予測(5.3〜5.6千)と類似事例中央値(約5千)を出発点に、パワステ漏れ・フロントガラスの傷・価格交渉可の記述で若干下方修正した。,5352.666369467762,5617.85888671875,4999.0,5847.805506521058
1,13995.0,15500.0,0.62,llm,"類似事例（Kia Soul +、同車齢・同程度走行）が14,500〜16,000に集中しており、統計モデルの19,000前後は高すぎると判断。ディーラー出品でclean titleのため類似帯やや上寄りに設定。",19044.364218236133,19821.81640625,14995.0,18609.398467957748
1,8500.0,10900.0,0.5,llm,"モデル予測（約9,800〜10,300）を出発点に、類似事例が10,000〜14,500と幅広く中央値12,999のため若干上振れさせた。革・DVD・カメラ等の装備は標準的で大きな加点はしない。",9825.548550458174,10258.2275390625,12999.0,9736.039361247418
1,12995.0,16500.0,0.4,llm,統計モデルは約1万ドルだが、類似のSilverado 3500HDは2.6万〜3.7万ドル。ただし類似事例の多くはディーゼル4WDで、査定対象はガソリンV8・RWD・ワークトラック仕様のため大幅に安く、両者の中間やや下寄りと判断した。,10561.707767656178,10395.9609375,29995.0,15330.136664922047
1,6750.0,5200.0,0.62,llm,"統計モデル2つが約5,100で一致し、類似事例も5,500〜6,000が中心。装備は充実だが塗装の膨れ（サビ兆候）があるため上振れは限定的と判断した。",5064.3983611893,5080.0087890625,5995.0,4999.72653456102
1,49995.0,48000.0,0.6,llm,"統計モデル(37k〜46k)と類似事例(40k〜54.5k)を勘案し、ヘルキャット6速MTで走行4,697マイルと極低走行のため上寄りに設定した。",45600.22378529077,37124.8828125,43991.0,42398.6078986809
1,33500.0,34000.0,0.6,llm,"統計モデルは4気筒表記に引きずられ低めだが、実際は3L直6ターボでM Sport・低走行(24k)・like new・ワンオーナー無事故。類似事例の3.3万前後より上振れを見て34,000とした。",25587.65176389483,26012.021484375,32700.0,27566.625160293454
1,10999.0,12500.0,0.62,llm,統計モデル2つ（12.3千〜12.6千）と近傍中央値がほぼ一致し、類似事例も9千〜14千の範囲に収まる。ディーラー出品で保証付き・装備豊富な点はやや上振れ要因だが、大きな逸脱は避けた。,12644.680681815527,12281.4736328125,12291.0,12984.548267476901
1,5995.0,6200.0,0.62,llm,統計モデル予測(6.7k〜7.3k)と類似事例(5.0k〜7.0k、ディーラー系は6k台)の重なる範囲を採用。ディーラー保証・検査付きで装備充実だがSEL・15万マイルのため上限には届かないと判断。,6751.609994031176,7251.2236328125,5500.0,6042.895423394109
1,23225.0,27500.0,0.55,llm,"統計モデル2つが約2.8万で一致し、最も条件が近い事例2（RWD・6気筒・clean）が25,000。4WDや上位グレードの類似事例が高値なので若干上方に補正した。",27673.274952127325,28279.37109375,34995.0,28296.138342538514
1,2300.0,3800.0,0.45,llm,"統計モデル（3,240〜4,500、近傍中央値3,500）を出発点に、類似事例がホンダ・シビック中心で参考度が低い点を考慮。BMWコンバーチブル（3シリーズ系）でやや上乗せしつつ、状態fair・走行11.7万マイルで抑えた。",3237.5353524790257,4500.0029296875,3500.0,3364.2109261403616
1,26995.0,30500.0,0.6,llm,"統計モデル（LGBM 32,083／XGB 30,658）を出発点とし、類似事例が24,000〜30,000に分布する点を考慮して下寄せ。ただし査定対象は4WD・V6で類似事例（FWD/RWD）より上位グレードのため、事例上限をやや上回る水準とした。説明文はディーラー定型文で価格材料なし。",32083.179050747494,30657.681640625,28999.0,31020.7895854753
1,16988.0,12500.0,0.55,llm,統計モデル2つが約1.2万で一致し、走行距離15万マイル超という不利要素を反映。類似事例は走行距離が大幅に少ないものが高値で、価格帯がばらつくため出発点を大きく動かさなかった。,12089.93518805593,11724.9609375,18000.0,15325.04516336563
1,4500.0,5700.0,0.6,llm,"統計モデル予測(5,750〜6,350)を出発点に、走行距離が類似事例より多くマニュアル車で需要が限られる点を考慮して若干下げた。説明文は良好な状態を示すが特別な加点材料は少ない。",6178.9369238366535,5749.65283203125,6350.0,4765.276761626629
1,13500.0,15500.0,0.5,llm,モデル予測(約14千)を出発点に、Cummins диз4WD・牽引装備で類似のRam 3500事例が18〜23千と高めなため若干上振れ。ただし31万マイルの過走行を減点した。,14359.028714772025,13784.4873046875,18000.0,16439.25712737834
1,22998.0,21500.0,0.55,llm,"統計モデルは24,250前後だが、類似事例の同等グレード（走行4万マイル前後のGrand Caravan）は18,800〜20,900と低め。ディーラー出品で装備充実な点を加味し、中間の21,500とした。",24253.923297209883,24282.91015625,20900.0,23457.595907857052
1,28990.0,19500.0,0.5,llm,"統計モデルは11千ドル台だが、実車はディーゼル(6.4L Power Stroke)の4,000LBクレーン架装・低走行・錆なしの特装トラックで、類似事例(15千〜32千)の水準が妥当。近傍中央値20千弱を重視し、rwd/装備を考慮して19,500ドルとした。",11643.123220061192,11167.4482421875,19995.0,12234.797198221857
1,5495.0,7400.0,0.62,llm,"統計モデル3種が7,400〜7,520で一致し、類似事例も概ねその帯域。説明文は交渉可・良好な状態を示すが価格を大きく動かす情報はなく、高走行距離を考慮して下限寄りに設定。",7500.025827072587,7518.47802734375,7400.0,7770.779136179649
1,29990.0,27500.0,0.55,llm,統計モデルは25〜26千ドル、類似事例は33〜46千ドルだが、それらは高価なディーゼル仕様。対象は6.2Lガソリンで相場は下がるため、モデル予測をやや上回る程度に留めた。,25195.039822192648,25978.388671875,34657.0,28935.446270932218
1,21831.0,21831.0,0.88,llm,"ほぼ同一条件の類似事例が21,831ドルに集中しており（同一ディーラーの複数出品と推測）、統計モデルの予測22,100〜22,300もこれに近い。説明文は宣伝中心で価格を動かす特記事項はない。",22328.955219749234,22107.357421875,21831.0,21831.987599119057
1,2200.0,2200.0,0.6,llm,"統計モデルは1,000〜2,500と幅があるが、車齢18年・20万マイルの同型類似事例（2,200・2,500）が最も条件が近い。新規車検済みで走行良好との記述をやや加点し2,200と判断。",1729.3245341011507,940.9951782226562,2500.0,2834.5845440002176
1,19900.0,21500.0,0.6,llm,"類似事例が18,995〜21,475に密集しており、統計モデルの27,000台は高すぎると判断。ディーラー出品・低走行・excellentを考慮し類似帯の上限やや上に設定した。",27084.124317052563,27135.458984375,19990.0,22690.76125261437
1,6995.0,7500.0,0.55,llm,"GBM系予測（約6,400〜6,600）を出発点に、類似事例のclean名義・走行距離近似の成約価格（7,000〜10,000）を加味。デュアルサンルーフ等の装備とタイヤ良好の記述で若干上振れさせた。",6557.132581159581,6388.45947265625,9950.0,6283.022287077565
1,7995.0,7600.0,0.6,llm,"統計モデル(約7.2〜7.3千ドル)を出発点とし、走行16万kmクラスの類似事例(6,500ドル/190k)が近い一方、AWD・革シート・新品タイヤ・整備良好という記述で小幅に上乗せした。",7328.2957079902935,7162.71875,9995.0,8103.177449145472
1,14975.0,8800.0,0.4,llm,"統計モデル予測（約9,100〜9,500）を出発点とし、カスタム装備（ウインチ・新品タイヤ）はプラス要因だが、26年落ちのジープで類似事例のばらつきが大きいため、やや控えめに設定した。",9080.721486163622,9354.9140625,9495.0,3957.25249358702
1,10950.0,11500.0,0.55,llm,"統計モデル（約12,700〜13,700）を出発点に、類似事例のclean名義335iが11,500〜12,000台であることを重視して下方調整。整備済み・新品タイヤ・コンバーチブルというプラス要素も考慮した。",13712.315722336107,12723.3544921875,7995.0,14792.186023741546
1,12500.0,9200.0,0.5,llm,統計モデル約7.9〜8.4千を出発点に、5.4Lガソリン（ディーゼル比で不利）だがLariatクルーキャブ4WD・事故なし・excellentという加点要素を少し反映し、ガソリン類似事例(5.7〜8千)より上、ディーゼル高値例(13.5〜15千)より下に設定。,7870.705895876489,8445.083984375,8000.0,9954.562615428362
1,8500.0,11500.0,0.62,llm,"統計モデル(9,800〜10,600)と類似事例(10,950〜13,337、中央値約12,000)の中間を採用。説明文はSEの標準装備列挙のみで加減点材料に乏しい。",10619.572857011737,9835.4091796875,11995.0,10173.599430651957
1,21590.0,20400.0,0.6,llm,"モデル予測(約21,000)を出発点に、4WD類似事例(19,551〜22,900)を重視。FWD事例は低めなので下方向に若干調整し、大手ディーラー出品で価格妥当と判断。",21300.304440312142,20906.56640625,17988.0,20351.37631157054
1,65950.0,63000.0,0.5,llm,"統計モデル予測（52-55k）より、走行250マイルの新車同然AT4 4WD NAV付きという点と近傍中央値67,950を重視し、両者の中間やや上に設定した。",55278.39197888226,52541.171875,67950.0,53919.44668974672
1,9700.0,7000.0,0.6,llm,"サルベージ名義で修理歴（ドア・フェンダー交換）明記のため、クリーン名義の類似事例（11-13k）より大幅安。rebuilt名義の事例1（7,200）と統計モデル（5.2-5.9k）の間を採用。",5914.573153962667,5197.05859375,10990.0,6917.5985675927195
1,5800.0,5500.0,0.6,llm,"統計モデル予測（5,264〜5,652）と近傍中央値5,995の中間を採用。説明文はディーラーの定型文で価格を動かす特記事項はなく、状態goodのGT V8として妥当な水準と判断した。",5263.7906520405995,5651.876953125,5995.0,4082.5841223955954
1,6900.0,5000.0,0.62,llm,"統計モデルは5,500前後だが、類似事例は4,500〜5,500に集中しており中央値は4,500。説明文はディーラーの販促文で価格根拠にならないため、両者の中間の5,000とした。",5476.0056526873195,5621.37548828125,4500.0,4722.051759745417
1,2500.0,2400.0,0.5,llm,"統計モデル（約2,600〜3,000）を出発点に、最類似事例が1,600と低く、走行20万マイル超であることを踏まえてやや下方修正した。説明文に特筆すべき装備や欠陥の記載はない。",2975.753425419706,2602.98046875,2600.0,2291.572550817819
1,9995.0,12700.0,0.68,llm,"統計モデル予測（約12,400〜12,500）を出発点とし、1オーナー・整備/検査付きディーラー出品というプラス要素と類似事例の11,000〜14,384のレンジを踏まえ、やや上振れさせた。",12534.85550396285,12388.8759765625,12500.0,10557.424437889009
1,2500.0,8200.0,0.5,llm,"統計モデルは約1万ドルだが、類似事例（高走行のソナタ）は6千〜7.5千ドル中心。Buy Here Pay Here店の高めの表示価格も考慮し、中間の8,200ドルとした。",9960.359164131967,10335.400390625,7500.0,9064.805503016736
1,4390.0,5300.0,0.6,llm,"類似事例が4,390〜5,900に集中し、近傍中央値5,400、XGBoost約5,980と整合。BHPH系の販売店で価格はやや高めに出る可能性もあるが、証拠の中心帯を採用した。",7286.278226426955,5983.47900390625,5400.0,3624.445526697293
1,21900.0,24500.0,0.6,llm,"統計モデルは約26,000〜26,800だが、類似事例は17,500〜24,700に分布し中央値23,000。ディーラー出品のPremium・低走行を考慮し、両者の中間やや上の24,500とした。",26077.163417462743,26811.375,22999.0,25020.66445932623
1,5888.0,5800.0,0.4,llm,"統計モデルは約6,800だが、類似事例は2,000〜7,750と幅広く中央値4,000。ディーラー出品で状態excellentのため下限より上、モデル予測をやや下方修正した水準とした。",6872.953322843222,6726.13232421875,4000.0,5898.017488470846
1,10495.0,8000.0,0.55,llm,"LightGBM約7.7k・XGBoost6.6kを出発点に、最類似の2012系300 Limited（9,500）と走行15万マイルの多さを勘案。ディーラー出品の定型文で価格根拠となる記述はなし。",7668.433737361785,6643.93310546875,9500.0,7475.001063456207
1,19990.0,17500.0,0.55,llm,"統計モデルは約22,000だが、同年式・同グレードの類似事例は14,000〜15,000台で低走行・AWDのプレミアムを加味しても乖離が大きい。両者の中間寄り、やや類似事例側に寄せた17,500とした。",22067.58957776751,21806.900390625,14000.0,20456.43398965716
1,7900.0,8700.0,0.6,llm,"統計モデル2種（8,522〜9,045）と近傍中央値8,971を出発点とし、類似事例が6,700〜10,000に分散する中で中心付近を採用。説明文は基本装備のみで加減点材料が乏しいため、やや控えめに設定した。",9045.274935412013,8521.650390625,8971.0,8118.872362907459
1,43990.0,41590.0,0.7,llm,"統計モデル（LGBM44k/XGB40k）と類似事例（Scat Pack同型39,590）の中間を採用。走行1,987マイルと極低走行かつScat Packグレードのため類似事例よりやや上振れと判断。",44256.83764296491,40367.0703125,36990.0,44120.981075045034
1,12997.0,10995.0,0.6,llm,"統計モデル2つ（10.3k〜11.6k）と近傍中央値10,995がほぼ一致。Platinum上級グレードだが20万マイル超で相殺と判断し、類似事例の中心帯を採用。",10274.789092074328,11620.8994140625,10995.0,10527.87205606847
1,4500.0,3900.0,0.55,llm,"統計モデル（約2,700〜3,300）と最類似事例3,460を軸に、無事故・整備良好・クリーンカーファックスなど良好な状態記述を小幅な上乗せ要因として評価した。",3345.044448682492,2737.20654296875,6500.0,5116.521380025486
1,8999.0,10200.0,0.6,llm,"統計モデル（約10,700〜11,000）を出発点に、類似事例が6,000〜11,450と幅広く中央値8,800であること、走行16万マイルとPrius cはPriusよりやや安価な点を考慮して若干下方修正した。ディーラー出品でクリーンCARFAXなのは加点材料。",10690.508951945141,11059.4912109375,8800.0,11078.767220926009
