fold,実際,機能B,confidence,由来,理由,LightGBM,XGBoost
1,23225.0,28500.0,0.6,llm,"統計モデル2つの予測（27.7k〜28.3k）を出発点とし、最も条件が近い事例2（rwd・excellent・25,000）と他事例が概念的に上振れしていることを踏まえ、わずかに上方修正した。",27673.274952127325,28279.37109375
1,2300.0,3300.0,0.5,llm,"統計モデル（3,238〜4,500）を出発点に、類似事例の多くが1,800〜3,500に集中していることを重視。状態fairの19年落ちBMWとして中位値を採用した。",3237.5353524790257,4500.0029296875
1,26995.0,30000.0,0.6,llm,統計モデル予測(約3.1万)を出発点とし、類似事例が2.4〜3.0万に分布する点を考慮。査定対象は4WD・V6で類似事例のFWD/RWDより上位グレードのため、上限寄りの3万ドルとした。,32083.179050747494,30657.681640625
1,16988.0,12000.0,0.5,llm,統計モデル2つが約1.17〜1.21万で一致しており、これを基点とした。類似事例は走行距離が短く高価格のものと極端に安いものに分かれてばらつきが大きく、本件は15万マイル超と多走行のため上振れ材料に乏しいと判断した。,12089.93518805593,11724.9609375
1,4500.0,5700.0,0.62,llm,"統計モデル2つ（5,750〜6,179）を出発点に、類似事例が4,800〜7,950と幅広く中央値6,000程度である点を加味した。走行距離が10万マイル超でマニュアルという減点要因を考慮し、やや下寄りに設定した。",6178.9369238366535,5749.65283203125
1,13500.0,15500.0,0.5,llm,"統計モデル約14,000を出発点に、ディーゼル4WD Ram 3500の類似事例が18,000〜23,000と高めであることを考慮し、走行31万マイルの減価を反映してやや上方修正した。",14359.028714772025,13784.4873046875
1,22998.0,22000.0,0.5,llm,"統計モデルは約24,300だが、類似事例の多くは19,000〜23,500に集中しており、44,873は外れ値と判断。両者の中間やや低めに調整した。",24253.923297209883,24282.91015625
1,28990.0,12800.0,0.5,llm,"統計モデルの11,200〜11,600を出発点とし、類似事例の多くはディーゼル・4WDで高値のため直接比較できない。ガス・RWD・good状態の同等事例（12,000）に近い水準として若干上方修正した。",11643.123220061192,11167.4482421875
1,5495.0,7500.0,0.63,llm,"LightGBM・XGBoostがともに約7,500ドルで一致し、類似事例(7,400・7,800・6,225)もその近辺に集まるため統計モデル予測をほぼ採用した。高走行距離だがexcellent・4WDでプラス材料もあり相殺と判断。",7500.025827072587,7518.47802734375
1,29990.0,29500.0,0.45,llm,統計モデルは約25〜26千ドルだが、類似事例はいずれもディーゼル仕様で34〜46千ドルと高値。査定対象はガソリンでディーゼルより安いため、両者の中間やや低めに設定した。,25195.039822192648,25978.388671875
1,21831.0,21831.0,0.93,llm,"完全一致の類似事例が21,591〜21,831に集中しており、統計モデル(約22,100〜22,300)よりも実際の成約価格を重視した。",22328.955219749234,22107.357421875
1,2200.0,2000.0,0.6,llm,"統計モデル（LightGBM約1,730）を出発点に、車齢・走行距離がほぼ一致する類似事例1・2（2,200〜2,500）を重視し、20万マイル超を考慮してやや下げた。",1729.3245341011507,940.9951782226562
1,19900.0,21500.0,0.62,llm,"統計モデルは約27,000だが、同型Encore Essenceの類似事例は19,000〜21,500に集中しており、モデルが上振れしていると判断。低走行・excellentを加味して類似事例上限付近に設定した。",27084.124317052563,27135.458984375
1,6995.0,6900.0,0.6,llm,"統計モデル予測（約6,400〜6,600）を出発点に、車齢・走行距離が近い事例1（6,995）と整合。excellent事例の約10,000は状態と年式が上のため上振れとみて小幅上方修正した。",6557.132581159581,6388.45947265625
1,7995.0,7300.0,0.6,llm,"統計モデル2つが約7,200〜7,300で一致し、走行159千マイルという高走行は類似事例中の高走行車（5,490〜6,500）と低走行車（10,000前後）の中間に位置するため、モデル予測をほぼそのまま採用した。",7328.2957079902935,7162.71875
1,14975.0,8800.0,0.42,llm,"統計モデル2つが9,000〜9,400で一致しているためこれを基点とし、類似事例が1,800〜17,000と大きくばらつくため中央付近の水準を維持。26年落ちで走行距離も多い点をやや減点した。",9080.721486163622,9354.9140625
1,10950.0,11500.0,0.55,llm,統計モデル予測（約12.7〜13.7千ドル）を出発点にしつつ、類似事例の多くが7〜12千ドル台に分布するため、やや下方修正した。コンバーチブル・clean・excellentという加点要素は考慮している。,13712.315722336107,12723.3544921875
1,12500.0,8800.0,0.6,llm,統計モデル(7.9k〜8.4k)を出発点に、ガソリン車の類似事例が5.7k〜8kである一方、4WD・excellent状態というプラス要素を小幅に加味した。ディーゼルの高値事例は燃料違いのため重視しない。,7870.705895876489,8445.083984375
1,8500.0,11500.0,0.62,llm,"統計モデルは約9,800〜10,600だが、類似事例は10,950〜13,337と一貫して高め。両者の間で類似事例寄りに調整した。",10619.572857011737,9835.4091796875
1,21590.0,20500.0,0.62,llm,"統計モデル(約21,000)を出発点にしつつ、類似事例の4WD例が19,551〜22,900、FWD例は17,400台と低いため、やや下方修正した20,500とした。",21300.304440312142,20906.56640625
1,65950.0,60000.0,0.5,llm,統計モデルの5.3万前後を出発点としつつ、類似事例（4.3万〜8.3万、中央値約6.4万）が総じて高く、査定対象は車齢0・走行250マイルのほぼ新車の4WDピックアップであるため上振れを見込み6万USDとした。,55278.39197888226,52541.171875
1,9700.0,6200.0,0.55,llm,"統計モデル予測(5,200〜5,900)を基点とし、salvage名義の大幅減価を重視。類似事例はclean/rebuilt中心で価格が高いため、rebuilt事例7,200をやや下回る水準に置いた。",5914.573153962667,5197.05859375
1,5800.0,5400.0,0.6,llm,"統計モデル2つ（5.3k〜5.7k）を出発点とし、類似のGTコンバーチブル成約が4,000〜6,300に分布することと整合。状態はgoodでexcellent事例より低めに調整した。",5263.7906520405995,5651.876953125
1,6900.0,5000.0,0.72,llm,"統計モデルは5,500前後だが、類似事例は4,500〜5,500に集中し中心は4,700程度。like new状態を若干加点して間の5,000とした。",5476.0056526873195,5621.37548828125
1,2500.0,2400.0,0.6,llm,"統計モデル（2,600〜2,980）を出発点にしつつ、最も類似する事例1が1,600と低く、他事例も2,000〜2,800台が中心のため、やや下方に調整した。",2975.753425419706,2602.98046875
1,9995.0,12700.0,0.72,llm,"統計モデル約12.4〜12.5千を出発点とし、類似事例が11,000〜14,384で中央値12,500付近のため、excellent・4WDの加点を少し見て12,700とした。",12534.85550396285,12388.8759765625
1,2500.0,8200.0,0.5,llm,"統計モデルは約1万ドルだが、類似事例の大半は4,200〜7,500ドルと低め。高走行距離(18万マイル超)を考慮し、モデル予測をやや下方修正した。",9960.359164131967,10335.400390625
1,4390.0,5200.0,0.7,llm,"類似事例が4,390〜5,900に集中し、特に完全一致事例が4,390。統計モデル(6,000〜7,300)より低めの事例帯を重視し、XGBoost寄りにやや下方修正した。",7286.278226426955,5983.47900390625
1,21900.0,24800.0,0.6,llm,"統計モデルの26,000前後を出発点に、類似事例（特に同州CA・同ボディの24,724や24,000）がやや下であることを考慮して若干下方調整した。",26077.163417462743,26811.375
1,5888.0,5200.0,0.45,llm,"統計モデルは約6,800だが、類似事例は2,000〜7,750と幅広く中央値は低め。excellent状態を加味しつつ、モデル値をやや下方修正した。",6872.953322843222,6726.13232421875
1,10495.0,7400.0,0.6,llm,"統計モデル2つ（6,644〜7,668）の中間を出発点とし、類似の300 Limited（8年12.9万マイルで9,500）より走行距離が多く状態不明である点を割り引いた。",7668.433737361785,6643.93310546875
1,19990.0,19500.0,0.55,llm,"統計モデルの約21,900を出発点としつつ、類似事例（車齢6・6.4万マイルで14,999など）が全体的に低いため下方修正。ただし査定対象は低走行・excellent・4WDでプレミアムがあるため類似事例より高めに置いた。",22067.58957776751,21806.900390625
1,7900.0,8750.0,0.62,llm,"LightGBMとXGBoostの中間（約8,800）を出発点に、類似ジェッタ事例が6,700〜10,000で中心が約8,900であることを踏まえ調整した。",9045.274935412013,8521.650390625
1,43990.0,41500.0,0.62,llm,"統計モデル(40.4k〜44.3k)を出発点に、最類似のScat Pack実績39,590を重視。ただし走行距離が約2千マイルと極端に少なくScat Packである点を加味し、やや上振れさせた。",44256.83764296491,40367.0703125
1,12997.0,11000.0,0.6,llm,"2つの統計モデル予測(1.03万〜1.16万)の中間を出発点とし、類似事例の価格帯(0.83万〜1.59万、中央値約1.1万)とも整合するため11,000ドルとした。",10274.789092074328,11620.8994140625
1,4500.0,3350.0,0.6,llm,"統計モデル2つ（2,737〜3,345）を出発点とし、最も類似した4気筒MT事例（3,460）とほぼ一致するため3,350とした。高価格事例はV6/4WDで条件が異なるため重視しなかった。",3345.044448682492,2737.20654296875
1,8999.0,10200.0,0.55,llm,"統計モデル予測（約10,700〜11,100）を出発点とし、類似事例が6,000〜11,450と幅広く中央値は約9,000であること、走行距離が16万マイルとやや多く状態がgoodである点を考慮してやや下方修正した。",10690.508951945141,11059.4912109375
1,6995.0,6600.0,0.6,llm,"統計モデルは8,200〜8,500だが、類似のVersa事例はすべて4,600〜7,100とより低く、特にrebuilt名義は減額要因。類似事例の価格帯を重視し、モデル予測より下方修正した。",8213.168744276913,8497.1650390625
1,14900.0,14500.0,0.6,llm,統計モデルは11k〜12k台だが、Wranglerは残価が高く類似事例が14k〜20kと軒並み上振れしているため、上方修正して中間値を採用した。,10898.584072329364,12109.4951171875
1,26900.0,29200.0,0.68,llm,統計モデル2つ（29.3千・30.3千）を出発点とし、類似事例の多くが27千〜32千に収まることから整合的。低価格の事例1は走行距離が多く外れ値と判断し、やや控えめに調整した。,29299.369001194464,30284.09765625
1,13000.0,11800.0,0.6,llm,"統計モデル2つが約10,550で一致しており、これを出発点とした。類似事例はいずれもclean titleで高値だが、査定対象はrebuilt titleのため大幅減価が妥当で、走行距離もやや多い。ただし状態excellentで車齢5年と若い点を少し上乗せした。",10563.876702929674,10554.0322265625
1,18533.0,15900.0,0.66,llm,"統計モデル予測(14.7k〜16.3k)を出発点とし、ほぼ同一スペックの事例1(18,533)がやや高い一方、他事例は11k〜16kに分布するため中央付近を採用した。",14717.375640367658,16313.85546875
1,13900.0,9000.0,0.45,llm,"統計モデル予測（7.4k〜10.8k）を出発点に、同型7500ダンプの類似事例（8,500）と商用ダンプの需要を加味して中間値を採用。高走行距離は下押し要因。",7445.671618507188,10766.3271484375
1,7500.0,6500.0,0.4,llm,"統計モデル予測(6,825〜7,631)を出発点に、類似事例が2,995〜15,000と幅広く低価格帯も多いため、やや下方に調整した。ディーゼルV8の3500トラックは高走行でも一定の需要がある点を考慮。",6825.07256776258,7631.0361328125
1,29888.0,25500.0,0.55,llm,"統計モデルは約23,000USDだが、類似事例5件はいずれも26,000〜32,000USDと高め。モデル予測を出発点に類似事例側へ上方修正した。",23009.203055957314,23448.1640625
1,8600.0,10300.0,0.45,llm,"統計モデルの約8,800〜9,100を出発点としつつ、類似事例の多くが11,000〜13,000台と高めで、走行距離も少なめのため上方修正した。事例のばらつきが大きく確信度は中程度。",8775.382996355896,9075.251953125
1,11995.0,11300.0,0.72,llm,"統計モデル2つ（10,770〜11,263）を出発点とし、類似事例が11,000〜14,000に分布する点を踏まえやや上寄せ。状態がgood（多くの事例はexcellent）で走行距離も多めなため大きな上乗せはしなかった。",11262.805181416412,10770.173828125
1,18995.0,13700.0,0.6,llm,"LightGBMとXGBoostの中間を出発点にし、類似事例の多くが13,900〜15,000ドル帯である一方、1万ドル未満の事例も存在するため、やや中央寄りの値とした。",14390.373336688479,13024.1689453125
1,4495.0,4550.0,0.72,llm,"統計モデル予測（約4,600〜4,800）を出発点に、完全一致の類似事例が4,495であることを重視し、やや下方修正した。",4629.200048509598,4824.27294921875
1,19418.0,19418.0,0.93,llm,"州まで一致する完全同一仕様の類似事例が5件すべて19,418ドルで成約しており、統計モデルの予測（約21,000ドル）よりこちらを重視した。",21650.730052597923,20597.060546875
1,14995.0,14500.0,0.55,llm,"統計モデル予測は約1.2万ドルだが、走行距離6.9万マイルと低く、車齢・距離が近い類似事例（16,900〜17,995ドル）が軒並み高いため、上方修正した中間値を採用した。",12101.366185335823,11874.564453125
1,9750.0,9700.0,0.6,llm,"統計モデル2つ（9,642と10,252）の中間を基点とし、類似事例が2,500〜12,995と幅広いが中央値は8,000〜10,250付近であるため、やや下方に調整した。",9641.936718446443,10252.0771484375
1,29998.0,29800.0,0.68,llm,統計モデル予測（約28.7〜29.2千ドル）を出発点とし、同州・同駆動の類似事例が25〜31千ドルに分布することから、やや上振れさせた約2.98万ドルと判断した。,28656.242603734798,29221.216796875
1,8495.0,8700.0,0.63,llm,"統計モデル2つ(8,300〜8,650)を出発点とし、類似事例が5,600〜12,495と広く散らばる中で中央値(8,995)が近いことから、状態excellent・clean名義の分をやや上乗せして8,700とした。",8653.48738324989,8296.79296875
1,10995.0,10200.0,0.6,llm,"統計モデル予測（約9,400〜9,600）を出発点とし、類似事例はいずれもclean titleで1.2万〜1.7万だが、査定対象はrebuilt名義で大幅減価が妥当。モデル値をやや上回る程度に留めた。",9563.163791768047,9361.5048828125
1,4500.0,6600.0,0.5,llm,"統計モデル約5,800を出発点にしつつ、類似事例が7,500〜13,000と高めのため小幅に上方修正。ただし査定対象は車齢19年・24万マイルと条件が悪く、大きくは上げなかった。",5785.101081831239,5872.333984375
2,6700.0,8600.0,0.7,llm,"統計モデル（8,575〜9,377）を出発点に、走行距離が近い同年式事例（7,200〜7,999）がやや低い一方、状態excellentである点を加味して中間よりやや下の値とした。",8574.655188117264,9377.1962890625
