fold,実際,機能B,confidence,由来,理由,LightGBM,XGBoost,近傍5件の中央値,参考: LightGBM+文字TF-IDF
1,6000.0,6200.0,0.6,llm,"統計モデル予測（5,000〜5,600）を出発点に、類似事例が5,950〜8,695と高めであること、消耗品を新品交換済み・フル装備という記述を加味して6,200USDとした。",5586.664722383325,5011.56298828125,6800.0,6227.915034006366
1,6000.0,6300.0,0.6,llm,"統計モデル（7,200〜7,800）と類似事例中央値（約5,200）の中間を採用。状態excellentで走行距離も少なめな点を加点したが、説明文に特筆すべき装備記載がないため上振れは抑えた。",7786.548251472146,7194.99267578125,5200.0,6106.833546622335
1,5500.0,7100.0,0.6,llm,"統計モデル(5,700〜6,200)を出発点にしつつ、類似事例が6,500〜8,950で中央値7,710と高めであり、1オーナー・整備済み・現行登録の良好個体という記述もあるため、やや上方に補正した。",6196.829708490545,5745.14453125,7710.0,6071.7191161077
1,2000.0,9995.0,0.75,llm,"説明文に販売価格9,995ドル（現金価格）が明記されており、統計モデル予測（9,362〜10,918）とも整合する。類似事例はやや高めだがBHPH系の低価格帯店舗である点を重視した。",10918.468123186909,9362.154296875,11992.0,10833.410033756016
1,3999.0,3950.0,0.72,llm,"説明文に出品価格3,999ドルが明記されており、LightGBM予測(3,918)ともほぼ一致。類似事例も2,300〜3,800に分布するため、掲示価格に近い3,950と判断した。",3917.5591000351437,2999.3408203125,3500.0,4119.356292260575
1,8999.0,9200.0,0.45,llm,"モデル予測が約1万ドル、類似事例は5,800〜12,000と幅広い。ディーラー出品で装備・点検付きのため下限側の個人売買事例より高めだが、走行16万マイル近くを考慮し予測をやや下方修正した。",10070.480373214707,10275.787109375,6950.0,9627.844422038686
1,14981.0,13500.0,0.55,llm,"統計モデル（11.1k〜11.7k）を出発点としつつ、説明文に掲載価格$14,981が明示され、TDIディーゼル・4WDで類似事例3（同年式ディーゼル13,980）も高値のため上方修正した。",11129.012660126042,11746.119140625,10000.0,13151.13821146442
1,5996.0,5996.0,0.72,llm,"説明文に提示価格$5,996が明記されており、統計モデル予測（約5,500〜5,650）および最類似事例5,991とも整合するため、これを採用。",5504.772835144678,5643.3310546875,6995.0,5175.39623357023
1,7000.0,10500.0,0.4,llm,"統計モデル（約8,100〜8,400ドル）を出発点とし、ガソリン4WDの類似事例（9,995〜17,950ドル）を考慮してやや上振れさせた。トランスファーケースO/H・燃料ポンプ・ブレーキ一式の整備済み記載を小幅なプラス材料としたが、高値の類似事例はディーゼルで直接比較できないため確信度は中程度。",8102.115528897957,8444.2001953125,17950.0,9428.458773900727
1,2499.0,4100.0,0.72,llm,"統計モデル予測（約4,200）を出発点に、類似事例が3,500〜4,950（中央値3,800前後）である点を加味して微調整した。説明文は装備が標準的で状態excellentだが特筆すべき加減点はない。",4192.889797523335,4237.93310546875,3799.0,5084.535212398393
1,9500.0,6200.0,0.6,llm,"類似事例（同型式・同程度の走行距離）が約6,000ドル前後に集中しており、統計モデルの9,800ドルは高すぎると判断。like newと新品部品交換の記述をやや加点した。",9833.1441932443,9844.318359375,6000.0,6442.656814194536
1,6998.0,6800.0,0.62,llm,"統計モデルは約6,100だが、説明文に明示的な提示価格$6,998（ディーラー、低走行65k・1オーナー・レザー）があり、類似事例も7,000近辺が存在するため上方修正した。",6102.4120545816995,6053.84521484375,5900.0,5571.169571756797
1,9500.0,9000.0,0.62,llm,"説明文に出品価格9,500ドルと明記されており、統計モデル（7,100〜7,800）よりやや高いが、ディーラー出品の実提示額を重視。高走行距離を考慮しわずかに下げた。",7830.772599110728,7127.65771484375,5500.0,9915.955557387877
1,28750.0,28750.0,0.72,llm,"統計モデルは30.5〜31.3千だが、説明文に出品価格28,750が明記されており、類似事例（25.0〜31.0千、中央値29.0千）とも整合するため、その値を採用した。",30593.09786400448,31311.421875,28995.0,29117.839830446388
1,33499.0,29500.0,0.6,llm,統計モデル(31-32k)と類似事例中央値(28k)の間を取り、SLT・4WD・レザーなど上位グレード装備を加味してやや高めに設定した。,32382.125224604202,31111.935546875,27991.0,29523.901652851127
1,16199.0,16199.0,0.78,llm,"説明文に出品価格$16,199と明記されており、LightGBM/XGBoostの約1.56万ドルとも一致するため、これを採用。類似事例は2万ドル前後だが、記載価格を最重視した。",15703.911117604786,15573.0263671875,20999.0,15597.080185002853
1,5999.0,5600.0,0.5,llm,"統計モデル約6,200ドルを起点に、同年式・同程度走行の類似事例が2,000〜3,850ドルと低めであることを踏まえやや下方修正。12人乗り革シート・良好タイヤの業者販売車である点は下支え材料。",6303.559011946378,6179.00048828125,3850.0,5643.436180659656
1,45000.0,38500.0,0.55,llm,統計モデル予測（33k〜36k）を出発点に、走行25千マイルと状態excellentという好条件、類似の低走行3年落ち事例が35〜54kであることを踏まえ、やや上方に補正した。説明文はディーラーの宣伝文句のみで価格根拠にならない。,35063.56781912689,32863.69140625,35888.0,40879.93112229099
1,23900.0,23000.0,0.6,llm,"統計モデル（17.9k〜21.4k）より類似事例（23k〜33k、中央値26k）が高く、同年式・同走行の実例が23k前後にあることを重視して中間的に23,000とした。ディーラー出品で装備豊富だが状態goodで走行115kマイル。",17903.13511147557,21414.642578125,25999.0,18287.067644530875
1,16990.0,18200.0,0.62,llm,"統計モデルは約21,000だが、説明文に販売価格16,990と明記されており、類似事例も18,000〜20,000台。ディーラー提示価格を重視しつつモデル予測との中間を取った。",21089.92484633603,21204.478515625,18998.0,19433.95759109931
1,20995.0,22500.0,0.5,llm,統計モデル予測（約2万〜2.1万）を出発点に、類似事例（2.0万〜2.8万、中央値約2.5万）がやや高めであること、3.5L V6ツインターボ4WDで販売店出品である点を考慮し中間値に寄せた。,20681.630388099144,20404.685546875,24995.0,20943.594703949853
1,14950.0,14000.0,0.5,llm,"統計モデルは1万強だが、類似事例は13,000〜20,750に分布し中央値約14,000。多数の改造・新品パーツと付属品、走行65,000マイルは加点だが、改造車は市場評価が分かれるため中央値付近に設定。",10750.295694869037,10562.90234375,13999.0,11258.81694914797
1,5000.0,5000.0,0.72,llm,出品者自身が5000 OBOと明記し、サルベージ名義・27万マイル・外装損傷・エアバッグ無しと減価要因が揃うため、モデル予測（8千〜1万）より大幅に下げた。類似事例はいずれもclean名義で参考度が低い。,10587.193077342945,7938.8173828125,11500.0,8499.873211814058
1,18495.0,19800.0,0.62,llm,"最も近い同年式・同走行距離の事例1（18,795ドル）とLightGBM予測（約20,800ドル）を重視。走行距離が7万マイル超で低走行の23,990ドル事例より下、ディーラー出品による上乗せを少し加味した。",20808.724557466343,24025.642578125,18795.0,20614.994006865887
1,16900.0,15500.0,0.6,llm,統計モデル(16.3〜16.8千)と類似事例中央値(約15千)の間を取り、走行17.3万マイルとclean title・整備良好の記述を加味した。,16813.562717676785,16344.4658203125,14995.0,17346.244104434478
1,15500.0,15000.0,0.6,llm,"説明文に本人希望価格$15,500と明記され、低走行4WD・V6・マニュアルで状態良好。統計モデル（約18〜19千）と類似事例（6〜17千）の中間で、出品価格を重視した。",19107.185489389696,18391.607421875,7995.0,15900.25570948661
1,8000.0,5000.0,0.62,llm,"統計モデル予測(5,350〜5,600)と類似事例中央値(約5,000)を基準に、新品タイヤ・バッテリー・スターターは加点だがパワステ漏れ・フロントガラスのへこみ・価格交渉可の記述で下方修正した。",5352.666369467762,5617.85888671875,4999.0,5847.805506521058
1,13995.0,13995.0,0.85,llm,"説明文に現金価格13,995ドルと明記されており、類似事例（14,000〜16,000）とも整合。統計モデルの19,000台は高すぎると判断。",19044.364218236133,19821.81640625,14995.0,18609.398467957748
1,8500.0,10900.0,0.6,llm,"統計モデル予測(約9,800〜10,300)を出発点に、類似事例が10,000〜14,500と高めであることを考慮して小幅に上振れさせた。説明文は革・DVD・カメラ等の装備記載があるが特筆すべき瑕疵や強い加点要素はない。",9825.548550458174,10258.2275390625,12999.0,9736.039361247418
1,12995.0,15500.0,0.4,llm,類似事例はディーゼル4WDの高値帯だが、査定対象はガソリンV8・RWDの2ドアワークトラックで装備も最低限のため大幅に安い。統計モデルの約1万ドルを出発点に、類似事例の高値帯を一部考慮して上方修正した。,10561.707767656178,10395.9609375,29995.0,15330.136664922047
1,6750.0,5100.0,0.6,llm,"統計モデル2つが約5,000USDで一致し、類似事例の中央値5,995も近い。装備は充実するが塗装の膨れ（サビ兆候）があるため上振れは抑え、5,100USDとした。",5064.3983611893,5080.0087890625,5995.0,4999.72653456102
1,49995.0,48500.0,0.7,llm,"説明文に提示価格49,995が明記され、ヘルキャット・低走行(4,697マイル)である点を重視。統計モデル(37.1k〜45.6k)と類似事例(40k〜54.5k)の上位側に寄せた。",45600.22378529077,37124.8828125,43991.0,42398.6078986809
1,33500.0,34000.0,0.6,llm,統計モデルは2.5万台だが、低走行(2.4万マイル)・like new・M Sport等の充実装備を反映できていない。同車齢で走行5万マイルの類似事例が3.2万台のため、それを上回る3.4万と判断した。,25587.65176389483,26012.021484375,32700.0,27566.625160293454
1,10999.0,12500.0,0.6,llm,"統計モデル2つ（12.3〜12.6千）と近傍中央値12,291がほぼ一致し、類似事例も9千〜14千に分布。ディーラー出品で保証付き・装備充実だが宣伝色が強いため予測値中央付近を採用。",12644.680681815527,12281.4736328125,12291.0,12984.548267476901
1,5995.0,6200.0,0.6,llm,"統計モデル(6.8k〜7.3k)を出発点に、類似事例が5〜7k中心であることを考慮。ディーラー保証・検査付きSEL AWDで装備充実だが走行距離が多いため中間の6,200ドルとした。",6751.609994031176,7251.2236328125,5500.0,6042.895423394109
1,23225.0,27500.0,0.55,llm,"統計モデル2つ（約2.8万ドル）を出発点とし、RWD・Super Cab・V6という装備控えめな構成で最も条件の近い事例2（25,000ドル）を重視した。ディーラー出品で価格はやや高めに出る傾向を加味し2.75万ドルとした。",27673.274952127325,28279.37109375,34995.0,28296.138342538514
1,2300.0,3600.0,0.45,llm,"統計モデル（3,237〜4,500、近傍中央値3,500）を出発点とし、類似事例が別メーカーのシビックで参考度が低いため中央寄りに。2002年BMW 3シリーズのコンバーチブルで状態fair・11.7万マイルという点を踏まえ、やや上方の3,600ドルとした。",3237.5353524790257,4500.0029296875,3500.0,3364.2109261403616
1,26995.0,30500.0,0.6,llm,統計モデル予測（約30.7〜32.1千ドル）を出発点に、類似事例（24〜30千ドル）がやや低めだが対象は4WD・V6で上位グレード相当のため上寄りに設定。説明文はディーラー定型文で価格材料なし。,32083.179050747494,30657.681640625,28999.0,31020.7895854753
1,16988.0,15500.0,0.6,llm,"統計モデルは12k前後だが、説明文にディーラー提示価格16,988ドルが明記されており、走行距離が多い点を差し引いて中間値を採用した。",12089.93518805593,11724.9609375,18000.0,15325.04516336563
1,4500.0,5700.0,0.62,llm,"統計モデル（5,750〜6,350）を出発点とし、走行10.2万マイルとマニュアル車で需要が限られる点、類似のマニュアル事例が5,000だった点を踏まえてやや下げた。状態excellent・新しめタイヤ・クリーンタイトルは維持要因。",6178.9369238366535,5749.65283203125,6350.0,4765.276761626629
1,13500.0,15500.0,0.55,llm,統計モデル予測（約14千）を出発点に、Cummins 6.7Lディーゼル4WD・牽引装備でディーゼル類似事例が18〜23千と高いことを考慮し、31万マイルの過走行を減点して調整した。,14359.028714772025,13784.4873046875,18000.0,16439.25712737834
1,22998.0,22998.0,0.72,llm,"説明文にディーラー提示価格$22,998が明記されており、これが最も直接的な証拠。統計モデル予測(約24,300)と類似事例(18,800〜23,600)の中間に収まる。",24253.923297209883,24282.91015625,20900.0,23457.595907857052
1,28990.0,26500.0,0.6,llm,"統計モデルは装備を見ておらず低め（約11千ドル）だが、説明文に4,000LBオートクレーン・エアコンプレッサー等の架装があり、出品価格28,990、類似のクレーン/架装付きF-450が2〜3万ドル帯であることを重視した。",11643.123220061192,11167.4482421875,19995.0,12234.797198221857
1,5495.0,7500.0,0.62,llm,"統計モデル2つと近傍中央値がいずれも7,400〜7,500で一致しており、類似事例も概ねその帯に収まる。説明文は状態良好で減額要因なし、宣伝的表現のみのため予測値を採用した。",7500.025827072587,7518.47802734375,7400.0,7770.779136179649
1,29990.0,29500.0,0.6,llm,"説明文に出品価格29,990ドルと明記されており、これが最も直接的な証拠。統計モデル（25〜26千）は6.2Lガソリン車である点を反映しており、類似事例（33〜36千）は高価なディーゼル車が中心なので上振れ。両者の間で提示価格に近い値とした。",25195.039822192648,25978.388671875,34657.0,28935.446270932218
1,21831.0,21831.0,0.9,llm,"完全一致に近い類似事例が21,591〜21,831に集中しており、同一ディーラーの同型車と判断。統計モデル予測も約22,100〜22,300で近く、類似事例の中央値21,831を採用した。",22328.955219749234,22107.357421875,21831.0,21831.987599119057
1,2200.0,2200.0,0.6,llm,"同年式・同走行距離の類似事例が2,200〜2,500ドルで、LightGBM予測(約1,700)より高い水準。新規点検済みで走行良好との記述もあり、近傍中央値寄りの2,200ドルとした。",1729.3245341011507,940.9951782226562,2500.0,2834.5845440002176
1,19900.0,20800.0,0.72,llm,"類似事例が19,000〜21,500に集中しており、GBMの27,000台は同車種の実勢から高すぎると判断。走行距離が平均的で状態excellent、ディーラー出品のため類似帯の中上位を採用。",27084.124317052563,27135.458984375,19990.0,22690.76125261437
1,6995.0,7600.0,0.6,llm,"木モデル予測(約6,400〜6,600)を出発点に、類似のclean名義事例が7,000〜10,000に分布する点とデュアルサンルーフ等の装備・良好なタイヤ記載を加味して小幅に上振れさせた。車齢12年・14.2万マイルで類似事例より条件が劣るため1万は取らない。",6557.132581159581,6388.45947265625,9950.0,6283.022287077565
1,7995.0,7995.0,0.72,llm,"説明文に明示された提示価格7,995ドルが統計モデル予測（7,163〜7,328）とほぼ一致し、高走行距離（159k）も同水準を支持するため。新品タイヤやAWD・レザーの装備を軽く加点した。",7328.2957079902935,7162.71875,9995.0,8103.177449145472
1,14975.0,8500.0,0.4,llm,"統計モデルの9,000〜9,500を出発点とし、1995年ジープの改造車（新品タイヤ・ウインチ付き、状態良好）でプラス要素はあるが、26年落ち・11万マイルで類似事例の価格帯にばらつきが大きいため、やや下方に調整した。",9080.721486163622,9354.9140625,9495.0,3957.25249358702
1,10950.0,11500.0,0.55,llm,"統計モデル（約12,700〜13,700）を出発点に、類似事例が7,000〜12,000に分布するため下方修正。コンバーチブル・clean title・整備済み（ウォーターポンプ、ブレーキ、新品タイヤ）の記述はプラス要素と評価した。",13712.315722336107,12723.3544921875,7995.0,14792.186023741546
1,12500.0,9200.0,0.5,llm,"統計モデルの8,000前後を出発点に、ガソリン5.4LながらLariat・クルーキャブ4WD・無事故クリーンCarFax・状態excellentという加点要素を考慮して若干上方修正。ディーゼル高値事例(13-15k)は燃料が異なるため重視しなかった。",7870.705895876489,8445.083984375,8000.0,9954.562615428362
1,8500.0,11500.0,0.62,llm,"統計モデル（約10,000〜10,600ドル）と類似事例（10,950〜13,337ドル、中央値11,995）の中間を取った。説明文はSEの標準装備のみで加減点材料が乏しく、状態goodで走行距離も平均的なため中庸の値とした。",10619.572857011737,9835.4091796875,11995.0,10173.599430651957
1,21590.0,20500.0,0.62,llm,"統計モデル(約21,000)を出発点に、4WD類似事例(19,551〜22,900)を重視。FWD事例は低めなので参考程度とし、ディーラー定型文で価格根拠となる情報はないため中間値を採用。",21300.304440312142,20906.56640625,17988.0,20351.37631157054
1,65950.0,64500.0,0.62,llm,"説明文に出品価格65,950ドルと明記されており、走行250マイルの新車同様AT4 4WDである点を重視。統計モデル（52-55k）は装備・低走行を反映できていないため、類似事例（64-68k）と提示価格寄りに調整した。",55278.39197888226,52541.171875,67950.0,53919.44668974672
1,9700.0,8200.0,0.6,llm,"サルベージ名義で事故修復（ドア・フェンダー交換）があるため、クリーン名義の類似事例（11k〜13k）より大幅減。リビルト事例7,200と出品希望9,700の間、統計モデル（5〜6k）よりやや上を採用。",5914.573153962667,5197.05859375,10990.0,6917.5985675927195
1,5800.0,5500.0,0.62,llm,"統計モデル予測（5,264〜5,652）と近傍中央値5,995の中間帯を採用。説明文は業者出品の定型文で価格を動かす特記事項がなく、状態goodのため類似事例のexcellent車より若干下に置いた。",5263.7906520405995,5651.876953125,5995.0,4082.5841223955954
1,6900.0,5100.0,0.63,llm,"統計モデル(約5,500)と類似事例(4,500〜5,500)の中間を採用。説明文はディーラーの販促文でローン誘導が中心、価格を押し上げる特別装備の記載はないため大きな上方修正はしない。",5476.0056526873195,5621.37548828125,4500.0,4722.051759745417
1,2500.0,2400.0,0.55,llm,"統計モデル予測（約2,600〜2,975）を出発点に、最も類似する事例1が1,600、他も1,600〜2,800中心であることから若干下方修正。説明文は一般的な宣伝文句のみで加点材料はなく、走行20万マイル超も減点要素。",2975.753425419706,2602.98046875,2600.0,2291.572550817819
1,9995.0,10995.0,0.6,llm,"統計モデルは12,400〜12,500だが、説明文に販売店の提示価格9,995ドルが明記されており、これは強い直接証拠。類似事例が11,000〜14,000であることも考慮し、やや上方に調整した。",12534.85550396285,12388.8759765625,12500.0,10557.424437889009
1,2500.0,10200.0,0.5,llm,"統計モデルは約1万ドル、類似事例は4,200〜10,500と幅がある。説明文にBuy Here Pay Here業者で「$10,900でファイナンス」と明記があり、掲示価格は高めに設定されるため、モデル予測に近い1万ドル前後と判断した。",9960.359164131967,10335.400390625,7500.0,9064.805503016736
1,4390.0,4390.0,0.88,llm,"説明文に表示価格$4,390（割引反映後）と明記され、類似度1.00の事例も同一車で4,390。統計モデルより実売価格の記述を重視した。",7286.278226426955,5983.47900390625,5400.0,3624.445526697293
1,21900.0,21900.0,0.82,llm,"説明文に明示された販売価格が21,900ドル（No Haggle Price）であり、これが最も直接的な証拠。統計モデルの26,000ドル台はやや高く、類似事例の18,900〜24,700ドルの範囲とも整合する。",26077.163417462743,26811.375,22999.0,25020.66445932623
1,5888.0,5800.0,0.45,llm,"統計モデル予測（約6,700〜6,900）を出発点に、類似事例が2,000〜7,750と幅広く中央値4,000であることを踏まえて下方修正。説明文はディーラーの宣伝のみで価格材料はなく、走行19万マイル超も減額要因。",6872.953322843222,6726.13232421875,4000.0,5898.017488470846
1,10495.0,8000.0,0.6,llm,"統計モデル（約6,600〜7,700）を出発点に、類似のクライスラー300リミテッド（9,500）と走行距離15万マイルのやや不利な条件を勘案し、ディーラー出品である点を少し加味して8,000ドルとした。説明文は宣伝主体で価格材料に乏しい。",7668.433737361785,6643.93310546875,9500.0,7475.001063456207
1,19990.0,18500.0,0.6,llm,"統計モデル(約22,000)と類似事例(15,000前後)の中間だが、説明文に掲載価格19,990が明記されAWD・低走行のため上寄りに設定した。",22067.58957776751,21806.900390625,14000.0,20456.43398965716
1,7900.0,8700.0,0.6,llm,"LightGBM/XGBoostの中間と近傍中央値(約8,500〜9,000)を軸にし、説明文は基本装備のみで加点材料が乏しいためやや控えめに設定した。",9045.274935412013,8521.650390625,8971.0,8118.872362907459
1,43990.0,41590.0,0.62,llm,"統計モデル（44.3k/40.4k）と類似のScat Pack事例39,590を折衷。走行1,987マイルと極低走行・事故無しのCarvana出品で上振れを見込んだ。",44256.83764296491,40367.0703125,36990.0,44120.981075045034
1,12997.0,12500.0,0.6,llm,"統計モデルの予測（1.0万〜1.16万）と類似事例（0.83万〜1.59万）の範囲内で、説明文に明示された販売店提示価格12,997ドルとPlatinum上級グレード・4WDを加味し、やや上振れの水準とした。",10274.789092074328,11620.8994140625,10995.0,10527.87205606847
1,4500.0,3800.0,0.55,llm,"統計モデル（約2,700〜3,300）と最類似の4気筒MT事例3,460を重視。無事故・整備良好・記載良好な個人売りで若干上乗せしたが、4気筒MT・19万マイルのため高価格事例は参考外とした。",3345.044448682492,2737.20654296875,6500.0,5116.521380025486
1,8999.0,10200.0,0.6,llm,統計モデル(10.7k〜11.1k)を出発点に、走行距離が類似事例より多く近傍中央値8.8kも考慮して若干下方修正。ディーラー出品でクリーンCARFAX、装備は標準的。,10690.508951945141,11059.4912109375,8800.0,11078.767220926009
