fold,実際,機能B,confidence,由来,理由,LightGBM,XGBoost,近傍5件の中央値
1,109.9,104.0,0.6,llm,統計モデル（LGBM106・XGB116・近傍中央値100）を出発点に、類似事例が87〜134と幅はあるが概ね100前後に集中。査定対象は非ハイブリッドでバックカメラ・安全装備が無い分やや控えめに見積もり104万円とした。,106.63756909406312,115.5516357421875,99.8
1,129.9,136.0,0.62,llm,統計モデル139〜143と近傍中央値135を折衷し、非HVのG同等事例（117〜135）が主体である点を考慮。フリップダウンモニター・シートヒーター等の装備でやや上振れを見込み136万円とした。,139.1774721534547,142.8826141357422,135.4
1,307.2,298.0,0.72,llm,LightGBM/XGBoostがともに300万円前後で、車齢2年・低走行の同条件事例2が実際300万円だったため、その水準を採用。上位グレードZだが装備は標準的なので微調整に留めた。,300.0547578308691,300.7248840332031,169.3
1,185.8,180.0,0.6,llm,統計モデル(166万前後)を出発点に、装備充実(9型ナビ・全周囲カメラ・HV・保証)と類似事例(180〜220万、特に同グレード7年落ち203万)を考慮し上方修正。走行7.1万kmは類似事例より多いため中間値とした。,166.68535465761082,165.89639282226562,213.9
1,263.8,267.0,0.72,llm,統計モデル（267〜271）を出発点とし、最も類似する事例1(268.8万)・事例3(271万)のHV・Zグレード帯と整合。走行距離がやや多い点を軽く割り引いた。,266.90851947187105,270.5875549316406,253.0
1,54.8,66.0,0.6,llm,統計モデル（LGBM68.8/XGB61.2、近傍中央値63.6）を出発点とし、走行5.8万kmと装備充実（ドラレコ・ETC・ナビ）を考慮して同年代のダイス事例63.6をやや上回る水準とした。,68.83590203401145,61.234535217285156,63.6
1,168.3,183.0,0.6,llm,"統計モデル予測(約174)を出発点に、同グレード同県の類似事例(199.1、140)と低走行36,000km・ワンオーナー・全周囲カメラ等の装備充実を加味してやや上方修正した。",174.83245572208907,173.82452392578125,199.1
1,99.8,125.0,0.55,llm,統計モデル（LightGBM 120・XGBoost 115）を出発点に、装備が充実（両側パワスラ・衝突軽減・ドラレコ前後）で走行距離も少ないため小幅に上方修正。類似事例は車齢が若く直接比較しにくいため重みを抑えた。,119.7351339528511,115.08837890625,155.0
1,94.0,110.0,0.5,llm,統計モデル(95〜104万)を出発点とし、類似事例は多くがGグレード・両側電動で高め。査定対象はXグレード・片側スライドで装備が劣るため、走行8.7万km相当の事例4(88.7万)寄りに補正しつつ、やや上振れの110万とした。,95.33069508860511,104.1135025024414,146.4
1,110.0,114.0,0.62,llm,LightGBM/XGBoostの予測(109〜113)と、条件がほぼ一致する類似事例(107.8〜118.8)の中央帯を重視。修復歴なし・保証付・HVのG グレードで減点要素がないため、やや上寄りの114万円とした。,112.65290898606258,108.70933532714844,115.8
1,291.0,295.0,0.8,llm,ほぼ同一条件の類似事例1・2が289〜293万円で、統計モデルは301万円前後。真珠色でわずかに有利なため中間やや上の295万円と判断した。,301.1931111743221,302.88232421875,289.0
1,244.0,262.0,0.62,llm,LightGBM/XGBoostの約267万を出発点に、非ハイブリッドで走行1.5万km・無修復・装備充実の類似事例5（276万、HV）よりやや下と判断し微調整した。,267.6494469092083,266.26544189453125,225.9
1,112.2,120.0,0.52,llm,統計モデル（LGBM117.5、XGB126.7、近傍中央値118.8）を出発点とし、装備が10点と充実し4WD・無事故・禁煙である点をやや加点。類似事例は価格のばらつきが大きく参考程度に留めた。,117.52487003330646,126.71189880371094,118.8
1,175.8,172.0,0.5,llm,LightGBM/XGBoost約190万を出発点にしつつ、車齢8年・同グレードの類似事例（149.8万）や年式の古さを考慮して下方修正。ハイブリッドと充実装備はプラス要因として反映した。,192.26337466445364,189.52955627441406,149.8
1,303.9,303.0,0.72,llm,LightGBM/XGBoostがほぼ304前後で一致し、車齢2年・低走行という条件は類似事例の中でも上位（事例3の305に近い）。装備は少なめのため微減で303万円とした。,304.7658354179934,303.3306579589844,292.2
1,194.7,212.0,0.62,llm,LightGBM/XGBoostの205〜208を出発点に、非ハイブリッドで低走行・同グレード帯の類似事例（179.8〜225.8）を考慮し、やや上振れさせた。HV事例の高価格は参考外とした。,205.25341735852572,208.4321746826172,227.1
1,154.5,158.0,0.62,llm,"LightGBM/XGBoostの153〜156を出発点に、走行88,000kmと多めなのは減点要因だが、認定中古車・ワンオーナー・充実装備(8点)とハイブリッドを考慮し僅かに上乗せした。類似事例は走行距離が短く直接比較しにくいため重みを下げた。",153.201609185145,155.51527404785156,170.0
1,75.0,80.0,0.6,llm,モデル予測(83.5〜92.5)を出発点に、最類似の同県・同装備・走行距離近似の事例1が70万円と低いこと、走行距離が9.7万kmと多めであることを勘案して下方修正した。,83.51999567122972,92.53401947021484,99.4
1,274.3,281.0,0.6,llm,統計モデル（283〜286）を出発点とし、類似のZグレード事例（271.4、249.9）がやや下であることを踏まえ微調整。ハイブリッド・充実装備・車検整備付はプラス要因。,283.37046330218686,286.2176208496094,249.9
1,192.4,184.0,0.62,llm,LightGBM/XGBoost予測(176〜183)を出発点に、同県・同グレードの非HV類似事例(199.4)やや上振れ要素を少し加味。装備は標準的でLEDヘッドライト記載なしのため大きな上乗せはせず184万円とした。,182.58217891581816,175.7410125732422,199.4
1,280.0,292.0,0.62,llm,統計モデル予測(約286万円)を出発点に、最も条件が近い非HV・Gグレード事例(283万円)を重視しつつ、5年保証・Tコネクト5年付帯分を若干上乗せした。,286.24973777850084,285.5309143066406,317.0
1,323.9,310.0,0.55,llm,LightGBM/XGBoost（336〜347万）が高めだが、類似事例は242〜296万に集中しており、両者の中間で4WD・寒冷地仕様・修復歴なし・装備充実を加味して310万と判断した。,336.3901099067865,347.142822265625,289.0
1,289.9,312.0,0.63,llm,LightGBM/XGBoostの306〜310を出発点に、車齢1年・低走行6千km・Zグレード・HV・装備充実である点を考慮しやや上振れ。類似事例の上位帯(300〜310)とも整合する。,305.8839290580711,309.68804931640625,270.2
1,255.2,242.0,0.72,llm,統計モデル（LGBM243.6/XGB239.0）を基点に、非ハイブリッド・広島県・Zグレードの類似事例4・5（238.7〜239.8万）が近く、走行距離がやや少ない分をわずかに上乗せした。,243.5685477933518,239.00872802734375,247.5
1,169.4,155.0,0.6,llm,統計モデル予測(166前後)と類似事例(143〜165)の中間を採用。装備記載が不明で加点材料がないため、モデル予測よりやや控えめにした。,165.8894666487402,167.60250854492188,145.9
1,165.0,163.0,0.55,llm,統計モデル（150〜155万）を出発点に、装備記載なし・素のGグレードで最も条件が近い事例1・2（164〜165万）を重視した。高価格事例は装備やHV・4WD差があるため割り引いた。,154.62411658558514,150.68692016601562,185.8
1,259.0,253.0,0.6,llm,統計モデル（252〜258万円）を出発点とし、Zグレードで装備も充実だが走行4.1万km・車齢4年とやや進んでいるため、上位事例（288〜295万円）ほどは高くならないと判断した。,252.31680731808163,255.2122802734375,258.0
1,293.0,296.0,0.72,llm,統計モデル予測(290〜295)を出発点に、同一グレードZ・千葉県の類似事例(286〜297)がほぼ一致するため微調整。真珠(パール)色でやや加点した。,295.25387005122593,290.5308532714844,288.0
1,304.0,289.0,0.72,llm,統計モデル2つが290万前後で一致し、最も条件が近い事例5（車齢3年・低走行・Zグレード・HV）が284万であることを重視。装備が充実している点をわずかに上乗せした。,292.43415255700586,290.51605224609375,186.5
1,251.0,250.0,0.6,llm,統計モデル2つが258前後で一致しており、類似事例は車齢6〜7年で価格が低いため、車齢3年・上級Zグレードの本車は上振れが妥当と判断。ただし近傍中央値が低いためやや下方修正した。,257.83443167390163,259.09979248046875,189.9
1,118.8,124.0,0.55,llm,LightGBM/XGBoostの126〜130万を出発点とし、類似事例は車齢が大きく離れるものが多いため重みを下げた。車齢8年・7万km・両側電動スライドドア・保証付を考慮し、やや控えめに124万とした。,130.0127815405131,126.81615447998047,90.8
1,126.5,118.0,0.55,llm,統計モデル(125〜135)を出発点にしつつ、修復歴ありによる減額と類似HV事例(120〜155)を考慮し、やや下方の118万円と判断しました。,134.59793126512687,125.29075622558594,120.0
1,195.0,177.0,0.6,llm,統計モデル2つ（175〜177万）と近傍中央値179万がほぼ一致し、類似事例も175〜179万帯に集中。装備は標準的で加減点の必要は小さいと判断した。,177.19207817743884,175.43568420410156,179.0
1,183.0,225.0,0.6,llm,LightGBMとXGBoostの中間を出発点とし、最類似事例(208.9万・走行27000km)より低走行で装備も同等以上な点を加味して上振れさせた。,239.58788814371604,228.42991638183594,208.9
1,110.5,112.0,0.5,llm,統計モデル予測(約125万円)を出発点としつつ、類似事例の多くが75〜100万円台に収まるため下方修正した。修復歴なし・保証付・低走行・車検残15ヶ月と条件は良い一方、グレードGで装備数3と控えめな点を考慮。,124.71958727624882,125.72232055664062,89.8
1,187.0,235.0,0.42,llm,類似事例はいずれもグレードZで約298万円だが、査定対象はファンベースX（廉価グレード）のためかなり下振れするとみられ、統計モデルの180〜195万円と類似事例の中間を採用した。,195.14137892096772,182.133056640625,298.0
1,79.8,112.0,0.45,llm,統計モデル(89〜96万)と類似事例中央値(133万)が食い違うため中間を採用。ウェルキャブ車いす仕様は需要が限定的だが装備は充実し走行距離はやや多い点を考慮した。,88.90778130774966,95.85971069335938,133.2
1,178.2,170.0,0.55,llm,類似事例はいずれも車齢8〜13年と古く、車齢4年・修復歴なしの本車には低すぎるため、統計モデル（174〜179万円）を主軸に据えた。装備はやや簡素で片側スライドのため微減とした。,174.44881580757675,178.73516845703125,121.8
1,96.0,99.0,0.55,llm,統計モデル約90万円を出発点に、類似の同グレードX・車齢10年事例が110〜116万円であることを考慮し、保証なし・装備やや控えめな点を割り引いて中間の99万円とした。,91.66124691846335,90.17572784423828,116.4
1,89.0,107.0,0.62,llm,統計モデル（LightGBM115/XGB107）を出発点に、最類似の栃木県ハイブリッドX（99万）や走行10万km・車齢9年という条件を考慮しつつ、装備が豊富で車検整備付・保証付である点を加味して107万とした。,115.2034000061209,107.25985717773438,99.0
1,117.0,130.0,0.6,llm,統計モデル（131〜134万円）を出発点とし、低走行3.9万kmで無修復・保証付という強みはあるが、近傍中央値109万円がやや低いため微調整した。,133.5505098767624,131.33494567871094,109.3
1,232.9,240.0,0.63,llm,統計モデル予測(233〜235)と近傍中央値(245.9)の中間を採用。装備数11で類似事例より充実しており、未使用車・保証付きの好条件を考慮してやや上方に置いた。,234.89448005848607,232.9635772705078,245.9
1,229.0,235.0,0.6,llm,LightGBM/XGBoostの232〜237を出発点に、車齢3年・2.1万kmで類似事例(238〜245)とも整合するため235前後と判断。装備は控えめでハイブリッド無しなので上限には寄せなかった。,232.94021827366072,237.1902618408203,238.0
1,105.3,128.0,0.5,llm,"統計モデル予測(113〜119万)を出発点に、低走行27,000kmと福祉車両ウェルキャブ装備・ナビ・バックカメラ等の充実を評価し、近い車齢の類似事例(120〜144万)寄りにやや上振れさせた。",118.9127108089188,113.24108123779297,143.6
1,279.8,288.0,0.63,llm,LightGBM/XGBoostの289/286を出発点とし、類似のZグレード事例が278〜319に分布することから中庸の288万円とした。黒色で人気色である点も加味。,289.30354815558,285.8405456542969,280.0
1,345.9,322.0,0.68,llm,統計モデル（319〜325万）と類似事例（323〜330万中心）がほぼ一致するため中央付近を採用。装備は充実だが車齢1年・3000km走行と保証なしを軽く減点した。,318.5960485331512,324.65057373046875,324.1
1,65.0,58.0,0.4,llm,類似事例はいずれも車齢8〜10年で、査定対象は車齢16年・保証なしと大きく劣るため、類似事例の価格帯（68〜139万円）は高すぎと判断。LightGBMの低め予測を重視し、装備が比較的充実している点で若干上乗せした。,53.337280423888586,99.77969360351562,101.0
1,238.0,230.0,0.6,llm,統計モデル(約219万)を出発点に、類似事例のうち車齢5年・Gグレードの事例4(242万)が最も条件が近く、走行距離が多い点を差し引いて微調整した。車齢3年のZグレード高価格帯は条件が異なるため重み付けを下げた。,218.66851011025355,219.97662353515625,304.0
1,163.9,150.0,0.5,llm,統計モデル予測（157〜162万円）を出発点としつつ、車齢10年で類似の10〜11年落ち事例が72〜123万円と低めであることを考慮し、走行距離1.3万kmと4WD・保証付きの好条件を加味して150万円と判断した。,161.60548225828228,156.71998596191406,122.9
1,220.8,203.0,0.62,llm,統計モデル予測（200〜205）を出発点とし、類似事例が184〜218と幅広いが中心は約205。走行距離がやや多め・装備数が少なめな点で微調整した。,200.03064294295427,204.88037109375,210.0
2,104.9,103.0,0.55,llm,統計モデル(117〜122万)と近傍中央値(89.9万)が食い違うため中間を採用。装備は充実(LED・フルセグ)だが車齢10年・8万km走行で、同等の類似事例が90〜100万帯であることを重く見た。,121.80403693658627,116.7094955444336,89.9
2,240.2,280.0,0.66,llm,統計モデル271〜278万を出発点に、走行7千kmと低走行・Zグレード・HVという好条件を加味し、類似のZ・HV事例（277〜295万）の下寄りに置いた。保証なしのためやや抑えた。,271.0259605658674,274.4303283691406,277.6
2,106.6,113.0,0.62,llm,LightGBM/XGBoostの114〜119を出発点とし、最も類似する車齢10年の事例1（101.6万）がやや低い点を考慮して若干下方調整した。,114.27985355092565,118.79689025878906,125.7
2,110.2,110.0,0.6,llm,LightGBMとXGBoostの中間を出発点に、走行距離5.1万kmと車検残17ヶ月、衝突軽減など装備12点の充実を加点し、非ハイブリッドである点を減点して110万円と判断した。,104.37127082487189,114.91702270507812,100.3
2,248.3,242.0,0.72,llm,統計モデル予測（約246万）を出発点に、類似事例が232〜255万に分布し中央値235万であることを踏まえてやや下方修正した。装備・条件は類似事例とほぼ同等で大きな加減点要因はない。,246.04598250120375,246.15878295898438,234.8
2,218.1,213.5,0.72,llm,統計モデル（205〜214万円）を出発点に、ハイブリッド・後席モニター等の装備充実を若干プラス評価。類似事例も176〜244万円で中央値付近に収まる。,211.61044702970324,205.54513549804688,213.9
2,147.8,140.0,0.55,llm,"統計モデル(約128万)を出発点に、ハイブリッド・Gクエロ（類似事例4は195万）というグレード上位要素を上方修正要因として加味。ただし走行88,000kmは類似事例より多く、大幅上乗せは避け140万とした。",128.77544165419837,127.59644317626953,138.7
2,179.5,196.0,0.6,llm,統計モデル(186-189)を出発点に、同車齢・同走行距離の事例4(200.2万)や装備充実(両側電動ドア・全周囲カメラ・SDナビ)を加味してやや上振れさせた。,189.49722849865924,186.148681640625,221.7
2,244.8,268.0,0.6,llm,統計モデル2つ(265〜266万円)を出発点とし、類似事例はいずれも修復歴なしで290〜320万円と高いが、査定対象は修復歴ありのため大きな減価要因と判断。装備内容は同等なので予測値をわずかに上乗せする程度に留めた。,266.479499939771,265.15771484375,303.8
2,71.8,85.0,0.6,llm,統計モデル予測（89〜94万円）を基点に、修復歴ありと車検整備無・走行9万kmのマイナスを考慮し、類似事例の下限帯（69.8〜88.8万円）寄りに調整した。4WD・モデリスタエアロは若干プラス。,93.77435547061712,89.08787536621094,107.0
2,285.6,268.0,0.6,llm,LightGBM/XGBoostの約275万円を出発点に、類似事例（238〜314万、ハイブリッドZは281万前後）を踏まえてやや下方修正した。保証付・車検整備付・低走行はプラス要因。,275.63009703839583,274.1861572265625,251.4
2,117.6,128.0,0.66,llm,統計モデル132〜134万を出発点としつつ、車齢10年・同等装備の類似事例が118〜128万に集まるため、やや下方修正した。白真珠色とモデリスタ・LED装備はプラス要素として考慮。,133.79159329783843,132.35914611816406,128.5
2,280.0,303.0,0.76,llm,統計モデル(295〜305)を出発点とし、非ハイブリッドZグレードの最類似事例305万円を重視。ハイブリッド事例319万円は該当しないため、やや下げて303万円とした。,300.9701916072438,295.18133544921875,305.0
2,331.3,324.0,0.72,llm,LightGBM/XGBoostの予測(321〜326)を出発点とし、車齢1年・低走行・装備充実の類似事例（325.4、335）とも整合するため324万円とした。,325.87723281089484,321.06463623046875,309.5
2,270.2,262.0,0.55,llm,統計モデル予測(245前後)を出発点に、非ハイブリッドZでモデリスタエアロ装着という点を加味し、類似のガソリンZ事例(269.9)と近い水準へ上方修正した。類似事例の多くはHVで高値のため過度に引き上げなかった。,245.5266418342567,246.2764434814453,289.9
2,349.0,333.0,0.62,llm,統計モデル(349〜359)と類似事例の多数(318〜320、最類似は349)が食い違うため中間を採用。装備水準は最類似事例とほぼ同等で黒色・大阪という条件も加味した。,349.231851526058,358.95556640625,319.4
2,162.8,149.5,0.65,llm,統計モデル予測(149〜154万)を出発点とし、類似事例も148〜166万に集まる。走行6万kmはやや多めで色が茶のため中央よりやや低めに調整した。,150.4966238650892,149.3265838623047,153.7
2,171.2,153.0,0.6,llm,LightGBMとXGBoostの中間（151〜158）を軸に、走行距離4.4万kmと充実装備（ナビ・両側電動・セーフティセンス）を評価。類似事例の148〜158の帯とも整合するため153万円とした。,150.91001745259803,158.20896911621094,148.2
2,231.0,252.0,0.55,llm,LightGBM/XGBoostの約238万を出発点としつつ、類似事例（256〜280万）はいずれも上位グレードZで、査定対象はGグレードのため下方修正。ただし車齢2年・低走行・装備充実を加味し、モデル予測をやや上振れさせた。,240.52440970598505,236.50216674804688,268.8
2,123.0,133.0,0.55,llm,LightGBM・XGBoostの136前後を出発点に、修復歴ありで装備も少ない点を減点し、やや下方修正した。類似事例は修復歴なしが多く価格帯が広いため重みを下げた。,136.19474691782116,138.6112823486328,175.0
2,274.8,268.0,0.5,llm,統計モデル（285前後）を出発点としつつ、類似事例が173〜244万円と低めで、装備記載も少ないため下方修正した。上位グレードZ・ハイブリッド・低走行の加点は考慮した。,284.8477924142679,287.4625549316406,208.6
2,138.7,152.0,0.55,llm,LightGBM/XGBoost(159〜165)を出発点に、非ハイブリッドのファンベースGで類似事例の中位帯(130〜137)がやや低いことを考慮し、走行距離少なめ・装備充実・保証付きを加味して中間の152万円とした。,164.78031430979462,158.6900634765625,136.8
2,112.4,125.0,0.5,llm,LightGBM/XGBoostの約115万円を出発点とし、類似事例は全てハイブリッドかつ車齢が若く価格が高いため直接は適用しにくいが、走行4万kmと保証付き・両側パワスラの装備を軽く加点した。,115.08125706414033,114.34693908691406,179.0
2,250.5,268.0,0.6,llm,LightGBM/XGBoostの255〜263を出発点に、モデリスタエアロや充実装備・白真珠を加味し、類似事例（保証付き同等車300.6）よりやや下の水準として上方修正した。,255.1797101929159,262.74029541015625,300.6
2,170.0,181.0,0.63,llm,LightGBM/XGBoostの約176〜180を出発点に、ほぼ同条件の事例3（175万）と装備充実の事例1・2（192〜198万）の中間を考慮し、ワンオーナー・低走行・充実装備をやや加点した。,179.8949446516306,175.71188354492188,185.8
2,149.3,149.0,0.62,llm,LightGBM/XGBoostの約156万円を出発点に、類似事例が128〜160万円（中央値135万円台）に分布する点を加味してやや下方修正。後期・低走行・パノラミックビュー等の充実装備はプラス材料と評価した。,157.3191540114948,155.0541229248047,135.4
2,294.2,312.0,0.62,llm,LightGBM/XGBoost約297万を出発点に、車齢2年・低走行で装備充実（前後ドラレコ、100V、OP15AW、寒冷地）であり、類似事例が309〜333万に集まることを考慮して上方修正した。,297.0385250914456,298.6796875,331.7
2,109.0,112.0,0.55,llm,統計モデル(102-104万円)を出発点に、修復歴なし・装備充実(両側電動、ナビ、Bカメラ、シートヒーター)で近傍中央値124.9万円に近い事例が多いことを考慮し、やや上方修正した。,102.26857641757731,103.83309936523438,124.9
2,182.8,163.0,0.55,llm,統計モデル2つ（164〜169万円）を出発点とし、類似事例はハイブリッド上位グレード（250万円超）と高年式劣後車（100万円前後）に二分され有効な補正材料が乏しいため、ほぼモデル予測を採用した。,163.6856969560834,168.7906951904297,110.2
2,130.1,122.0,0.5,llm,LightGBM/XGBoostの約107〜110万円を出発点としつつ、同年式・同グレードGで装備が充実した類似事例（145.5万、158.8万）がやや上に位置するため、中間よりやや低めの122万円とした。,106.40570684220208,109.8821029663086,145.5
2,138.6,124.0,0.6,llm,LightGBM/XGBoostの128〜134を出発点に、走行7.5万kmでファンベースGかつ装備充実だが、近傍の同年式実売が95〜110と低めのため若干下方修正した。,128.42040762356524,134.4153594970703,109.9
2,299.6,280.0,0.7,llm,統計モデル（281〜282）を出発点とし、類似事例が267〜304に分布して中央値付近と整合するため、ほぼモデル予測どおり。修復歴なし・保証付・装備充実で下方修正は不要と判断。,280.82089832616015,282.3864440917969,274.6
2,196.1,178.0,0.55,llm,統計モデル2つ（172〜180万）を主軸とし、類似事例は車齢が大きく異なる（3年or11年）ため参考程度。装備は充実で走行距離も少ないため予測上限寄りに置いた。,179.50703476793421,171.7284698486328,241.9
2,100.3,95.0,0.45,llm,統計モデル（LightGBM86・XGB112）を出発点にしつつ、修復歴ありという大きな減価要因を重視した。類似事例は修復歴なしで130前後だが、装備充実・低走行を加味しても100万円前後が妥当と判断。,85.93881320082549,111.8490982055664,134.8
2,342.3,342.0,0.72,llm,LightGBM/XGBoostの343前後を出発点とし、最も近い鳥取県・黒・同条件の事例が342.3であること、装備数が11とやや多いことを踏まえほぼ同水準とした。,343.5150037133657,344.4784240722656,332.3
2,220.8,203.0,0.6,llm,LightGBM/XGBoostの約209〜211を出発点に、車齢5年・HV・同等装備の類似事例3（192万）を考慮して若干下方修正した。,210.78934766814547,208.34408569335938,175.6
2,264.0,235.0,0.4,llm,LightGBM/XGBoostは270前後だが、類似事例は120〜170と大きく下回る。査定対象は車齢3年・ハイブリッド・上級グレードZで新しく、類似事例より明確に高いと判断し、モデル予測を主軸にやや下方修正した。,270.47209126946535,267.3255615234375,149.8
2,245.3,225.0,0.6,llm,LightGBM/XGBoost（226〜236万円）を起点に、車齢4年・10インチ純正ナビなど装備充実を評価。ただし類似事例は車齢が古めで価格が低いため、やや下方に調整した。,236.33022971997923,226.50367736816406,149.9
2,157.0,158.0,0.5,llm,LightGBM/XGBoostの約148万を出発点とし、類似事例は車齢4〜6年で価格が高めのため直接適用しづらいが、装備充実・ワンオーナー・修復歴なし・保証付を加味してやや上方修正した。,148.49897271958253,147.61634826660156,205.0
2,149.8,175.0,0.62,llm,統計モデル（165前後）を出発点に、装備が14点と充実し走行4万kmで同年式類似事例（175.8、184.3）がやや上を示すため、中間の175万円とした。,165.65442680151793,161.40098571777344,189.9
2,222.0,205.0,0.62,llm,LightGBM/XGBoostの予測(205〜213)を出発点とし、車齢5年・3.3万km・HVで装備も充実した事例5(203.8万)がほぼ同条件で一致するため、その水準に置いた。,212.60875412863987,205.1591033935547,185.0
2,141.8,110.0,0.62,llm,統計モデル3種がほぼ110万で一致し、類似事例1（同グレード・近走行）も109.9万。TRDエアロ等の社外装備は加点材料だが非ハイブリッドで車検残3ヶ月のため据え置きとした。,110.22036614526446,106.60674285888672,109.9
2,199.1,230.0,0.5,llm,LightGBM(236)とXGBoost(248)を出発点にしつつ、類似事例が160〜266と幅広く中央値189であることを考慮し、Gグレード・ハイブリッド・保証付きの条件からやや下方修正した。,236.19245389198494,248.09384155273438,189.0
2,178.0,182.0,0.6,llm,LightGBM/XGBoostの174〜178を基点に、同年式ハイブリッドの類似事例（158〜202）とワンオーナー・充実装備を考慮してやや上方修正した。,174.32626884246062,177.67941284179688,202.4
2,219.9,232.0,0.55,llm,統計モデル(217〜231)を出発点とし、類似事例は多くがハイブリッド・上級グレードZで割高なため上振れとみなした。査定対象は非HVのGで走行2.6万km・保証付きのため、モデル予測のやや上限側を採用した。,216.8952994260519,231.36770629882812,294.1
2,155.1,158.0,0.5,llm,統計モデル(143〜151万)を出発点としつつ、類似事例は169〜193万とやや高いが、いずれも上位グレードGや福祉車両で、査定対象は下位グレードXのため下方修正した。,151.41747249782608,143.23675537109375,188.0
2,286.0,266.0,0.72,llm,統計モデル2つが266〜268で一致し、広島県・Zグレードの近似事例（278.3、272）より走行距離が多い点を考慮して同水準に据えた。,266.4821893946201,267.6739807128906,272.0
2,196.8,215.0,0.6,llm,統計モデル(223〜228)を出発点にしつつ、修復歴ありで近傍中央値204.5、類似のHV・Z事例が204〜208に集中するため、やや下方修正した215万円とした。,227.49993225015703,223.28367614746094,204.5
2,99.0,112.0,0.5,llm,統計モデル（LightGBM107、XGB136）を出発点に、類似事例は120〜178万だが、いずれも修復歴なし・上位Gグレード。査定対象は修復歴ありでXグレード・片側スライドのため下方修正した。,107.64056949822961,136.33250427246094,146.5
2,143.9,174.0,0.62,llm,統計モデル（169〜176、近傍中央値179）を軸に、同県・同グレード・同年式の事例4（193.5、ただしHV・保証・車検付）より非HV・保証なしで下げ、装備は充実（ドラレコ・ETC2.0）なので中位の174万円とした。,169.29233871695365,176.21478271484375,179.0
2,98.9,124.0,0.6,llm,統計モデル(118〜123万)を出発点とし、車齢10年・9.9万km・非HVで最も条件の近い事例2(11年・113万)と整合。4WD・寒冷地仕様・車検整備付を小幅プラス評価した。,117.71038103601455,123.04307556152344,255.0
2,124.0,142.0,0.5,llm,統計モデル予測(134〜136)を出発点に、類似事例が概ね138〜176と高めであることを考慮して若干上方修正。ただし査定対象は保証なし・素のGグレード(クエロでない)なので類似事例中央値までは上げなかった。,133.88273838870484,135.8896484375,158.8
2,109.8,128.0,0.6,llm,統計モデル（118〜131万）を軸に、最類似の同県・同年式・同色事例113.3万より走行距離が半分以下で有利な点を上乗せし、非ハイブリッドである点は控えめに評価した。,118.4344260398893,131.22206115722656,150.0
2,162.0,160.0,0.5,llm,統計モデル（LightGBM約150、XGBoost約168）を出発点とし、修復歴ありが大きな減価要因である一方、ハイブリッドと純正9インチナビ・全方位カメラ・両側パワスラの装備を加点。車齢6年・5.7万kmで、車齢3年の高価格事例は参考外とした。,149.815663959558,168.04478454589844,251.9
2,189.5,175.0,0.6,llm,LightGBMとXGBoostの中間（約171）を出発点に、4WD・装備充実・車検残14ヶ月と類似事例中央値183.8を加味してやや上振れさせた。,164.07276019608045,177.74578857421875,183.8
