fold,実際,機能B,confidence,由来,理由,LightGBM,XGBoost,近傍5件の中央値,参考: LightGBM+文字TF-IDF
1,5500.0,7200.0,0.6,llm,"統計モデル（約5,700〜6,200）より類似事例が6,500〜8,950と高めで中央値7,710のため、両者の中間やや上を採用。ハワイの中古相場は堅調な点も加味。",6196.829708490545,5745.14453125,7710.0,6071.7191161077
1,2000.0,11500.0,0.68,llm,"LightGBM約10.9千と類似事例の中心（11,000〜12,000）を重視し、状態excellentも考慮して11,500USDとした。XGBoostの9.4千は下振れとみて割り引いた。",10918.468123186909,9362.154296875,11992.0,10833.410033756016
1,3999.0,3200.0,0.66,llm,"統計モデル予測（約3,000〜3,900）と類似事例（2,295〜3,800、中央値3,500）が概ね一致するため、その中間帯を採用。状態不明・車齢やや高めでやや控えめに設定した。",3917.5591000351437,2999.3408203125,3500.0,4119.356292260575
1,8999.0,8600.0,0.5,llm,"統計モデルは約1万ドルだが、類似事例（特に状態excellent・AT・FWDの近い事例）は6,000〜7,000ドル台に集まるため、両者の中間よりやや下に寄せた。",10070.480373214707,10275.787109375,6950.0,9627.844422038686
1,14981.0,11800.0,0.6,llm,"統計モデル予測(約11,100〜11,700)を基点に、ディーゼルTDIで走行距離が近い類似事例3（13,980）がやや高値であることを加味して微増。他の類似事例はガソリン・より高年式劣位で参考程度とした。",11129.012660126042,11746.119140625,10000.0,13151.13821146442
1,5996.0,6200.0,0.62,llm,"統計モデル（約5,500〜5,650）を出発点に、類似事例が6,000〜7,500と高めで、状態がgoodで走行距離がやや多い点を考慮し中間やや下の値とした。",5504.772835144678,5643.3310546875,6995.0,5175.39623357023
1,7000.0,11500.0,0.4,llm,"木モデルは約8,000〜8,400と低めだが、類似事例（同年式・同走行のsierra 2500HD 4WD）は10,000〜23,000と高い。ガソリン車はディーゼルより安いため、ガソリンの事例（9,995）とモデル予測を重視しつつ4WD分を上乗せした。",8102.115528897957,8444.2001953125,17950.0,9428.458773900727
1,2499.0,4300.0,0.66,llm,"統計モデル予測(約4,200)を起点に、類似事例が3,500〜4,950の範囲で分布し、査定対象は状態excellentのため中央よりやや上振れと判断した。",4192.889797523335,4237.93310546875,3799.0,5084.535212398393
1,9500.0,6500.0,0.6,llm,"類似事例（高走行のtaurus selは6,000前後）を重視し、統計モデルの約9,800より低めに補正。like new表記と近傍中央値6,000の中間を採用。",9833.1441932443,9844.318359375,6000.0,6442.656814194536
1,6998.0,6500.0,0.55,llm,"統計モデル約6,100を出発点に、like new状態かつ走行距離が類似事例より少ない点を上方評価し、類似事例の6,999〜9,000も考慮して6,500とした。",6102.4120545816995,6053.84521484375,5900.0,5571.169571756797
1,9500.0,6800.0,0.45,llm,"統計モデル（7,100〜7,800）を出発点に、走行18万マイル超と状態不明のマイナスを考慮して下方修正。類似事例は多くがdodgeで参考度が低く、近傍中央値5,500との中間を採用した。",7830.772599110728,7127.65771484375,5500.0,9915.955557387877
1,28750.0,29800.0,0.72,llm,統計モデル(30.6k/31.3k)を出発点に、類似事例が25k〜31kで中央値29k前後に集まることを加味して微調整した。装備情報が乏しく差別化要因が少ないため中庸値とした。,30593.09786400448,31311.421875,28995.0,29117.839830446388
1,33499.0,29000.0,0.5,llm,統計モデル（31-32k）を出発点に、類似事例が20-36kと幅広く中央値28k付近であることを踏まえ、やや下方に調整した。,32382.125224604202,31111.935546875,27991.0,29523.901652851127
1,16199.0,18500.0,0.55,llm,GBMの予測（約15.6-15.7千）と類似事例（17.5-24千）の中間を取り、情報欠損（気筒・駆動不明）が価格を下げる要因である事例5に近い水準を重視した。,15703.911117604786,15573.0263671875,20999.0,15597.080185002853
1,5999.0,5200.0,0.5,llm,"統計モデルの約6,200ドルを出発点としつつ、車齢19年・16.8万マイルで同年代の類似事例（2,000〜3,850ドル）が低めのため、やや下方修正した。",6303.559011946378,6179.00048828125,3850.0,5643.436180659656
1,45000.0,38500.0,0.55,llm,統計モデル予測（32.9k〜35.9k）を出発点とし、車齢3年・走行2.5万マイルと低走行かつ状態excellentである点を上振れ要因として類似事例（3.5万〜5.4万）の下側寄りに調整した。,35063.56781912689,32863.69140625,35888.0,40879.93112229099
1,23900.0,22500.0,0.55,llm,統計モデル（17.9k〜21.4k）と類似事例（23k〜33k、中央値26k）に開きがあるため中間を採用。状態がgood止まりで走行距離11.5万マイル、燃料・気筒数不明という減点要素を考慮し、類似事例の下限寄りに設定した。,17903.13511147557,21414.642578125,25999.0,18287.067644530875
1,16990.0,20300.0,0.6,llm,"LightGBM/XGBoostの約21,100を出発点に、類似事例が18,000〜25,000で中央値約19,000であることを踏まえ、やや下方に調整した。4wd・6気筒のF-150で装備差は小さい。",21089.92484633603,21204.478515625,18998.0,19433.95759109931
1,20995.0,22500.0,0.55,llm,"LightGBM/XGBoostの約2万ドルを出発点に、類似事例（20,500〜27,988、中央値約25,000）がやや高めであることを加味して中間の水準に調整した。状態不明のため上振れは抑えた。",20681.630388099144,20404.685546875,24995.0,20943.594703949853
1,14950.0,13500.0,0.5,llm,"統計モデルは約10,600〜10,750と低めだが、類似事例（Mustang GT Premium）はいずれも13,000〜20,750で、走行距離6.5万マイルと比較的少ない点も加味し、近傍中央値13,999寄りにやや調整した。",10750.295694869037,10562.90234375,13999.0,11258.81694914797
1,5000.0,7300.0,0.5,llm,"統計モデル予測(約8,000〜10,600)を出発点に、salvage名義・fair状態・27万マイル超という減価要因を重く見て、類似事例(いずれもclean名義)より低めに調整した。",10587.193077342945,7938.8173828125,11500.0,8499.873211814058
1,18495.0,19800.0,0.6,llm,"最類似の同年式・同走行距離事例が18,795、統計モデルは20.8k〜24kと幅がある。走行距離が7.3万マイルと多い点を考慮し、低走行の23,990事例より下、19,800前後と判断した。",20808.724557466343,24025.642578125,18795.0,20614.994006865887
1,16900.0,15600.0,0.62,llm,統計モデルの予測（約16.3〜16.8千）を出発点に、走行距離17万マイルと類似事例の中心帯（13〜15千）を考慮して若干下方修正した。,16813.562717676785,16344.4658203125,14995.0,17346.244104434478
1,15500.0,12500.0,0.4,llm,"統計モデルは18〜19千ドルを示す一方、類似事例の多くは5.5〜9千ドルで、16,999の例もあり幅が大きい。走行距離が少なめ・6気筒4WDという強みを加味し、両者の中間帯に置いた。",19107.185489389696,18391.607421875,7995.0,15900.25570948661
1,8000.0,5300.0,0.66,llm,"LightGBM/XGBoostの5.3〜5.6千ドルを出発点に、類似CR-V事例が4,500〜7,000（中央値約5,000）と概ね整合するため、その中間の5,300とした。",5352.666369467762,5617.85888671875,4999.0,5847.805506521058
1,13995.0,16200.0,0.6,llm,"統計モデルは19,000前後だが、類似するKia Soulの実売は14,500〜16,000が中心。両者の中間やや類似事例寄りに置いた。",19044.364218236133,19821.81640625,14995.0,18609.398467957748
1,8500.0,11200.0,0.6,llm,"統計モデル予測（約9,800〜10,300）を出発点に、類似事例が10,000〜14,500で中央値約13,000と高めのため、やや上方修正した。状態excellentも加点要素。",9825.548550458174,10258.2275390625,12999.0,9736.039361247418
1,12995.0,19500.0,0.4,llm,"統計モデルは約1万ドルだが、類似事例のsilverado 3500hdはいずれも26,000〜37,000ドルと高値。ただし査定対象はガソリン・RWDで装備面が劣るため、両者の中間やや下寄りに設定した。",10561.707767656178,10395.9609375,29995.0,15330.136664922047
1,6750.0,5400.0,0.6,llm,"LightGBM/XGBoostの約5,060ドルを起点に、同州・同車種で近い走行距離の事例3（5,995ドル）や事例2（5,490ドル）を考慮し僅かに上振れさせた。高額の事例4は外れ値とみなした。",5064.3983611893,5080.0087890625,5995.0,4999.72653456102
1,49995.0,50000.0,0.55,llm,"LightGBM(45.6k)と近傍中央値(44k)を出発点にしつつ、ヘルキャット6速MTかつ走行4,697マイルと極めて低走行である点を上積み。最も近いヘルキャット事例が54,500だったことを重視した。",45600.22378529077,37124.8828125,43991.0,42398.6078986809
1,33500.0,30000.0,0.55,llm,モデル予測は約2.6万だが、類似の同車種・同年式・低走行(2.4万マイル)・like new事例が3.2〜3.6万で成約しており、上方に補正した。,25587.65176389483,26012.021484375,32700.0,27566.625160293454
1,10999.0,12500.0,0.62,llm,"統計モデル2つと近傍中央値がほぼ12,300〜12,600で一致しており、類似事例も9,000〜14,000の幅の中心付近。excellent・4wdである点をやや加点した。",12644.680681815527,12281.4736328125,12291.0,12984.548267476901
1,5995.0,5900.0,0.6,llm,統計モデル(6.8k〜7.3k)を出発点に、類似事例が5.0k〜7.0k中心(1.5kは外れ値)であることを踏まえ、やや下方修正した。,6751.609994031176,7251.2236328125,5500.0,6042.895423394109
1,23225.0,28500.0,0.55,llm,"統計モデル2つが約2.8万で一致しており出発点とした。最も似た事例2（同じrwd・clean・excellent）が25,000である一方、4WD系の類似事例は35,000前後と高いため、rwdの減価を考慮しつつやや上方修正した。",27673.274952127325,28279.37109375,34995.0,28296.138342538514
1,2300.0,3500.0,0.5,llm,"統計モデル予測（3,200〜4,500）と近傍中央値3,500が概ね一致し、類似事例も1,800〜3,500に集中。状態fairのBMW旧型ということで下寄りの3,500とした。",3237.5353524790257,4500.0029296875,3500.0,3364.2109261403616
1,26995.0,30000.0,0.62,llm,"統計モデル（LightGBM 32,083／XGBoost 30,658）を出発点とし、類似事例が24,000〜30,000に分布することを踏まえて中間よりやや上に設定。4WD・V6である点は類似事例のFWD/RWDより有利と判断した。",32083.179050747494,30657.681640625,28999.0,31020.7895854753
1,16988.0,12000.0,0.5,llm,統計モデル2つが約1.2万で一致しており出発点とした。類似事例は走行距離が大幅に少ない高価格例が多く、本件は15.5万マイルと過走行のため上振れさせず、モデル予測付近に据えた。,12089.93518805593,11724.9609375,18000.0,15325.04516336563
1,4500.0,5800.0,0.6,llm,"統計モデル予測（5,750〜6,350）を出発点とし、走行距離が類似事例より多くマニュアル仕様である点を軽くマイナス評価した。類似事例は4,800〜7,950と幅があるためやや低めに設定。",6178.9369238366535,5749.65283203125,6350.0,4765.276761626629
1,13500.0,15500.0,0.5,llm,"LightGBM/XGBoostの1.4万前後を出発点に、ディーゼル4WDのRam3500類似事例が18,000〜23,000と高いため上振れを一部反映。ただし31万マイルの過走行を減点した。",14359.028714772025,13784.4873046875,18000.0,16439.25712737834
1,22998.0,22000.0,0.45,llm,"統計モデルは約24,300を示すが、類似事例の中心は19,000〜23,500に集まり、44,873は外れ値。両者の間を取り、やや類似事例側に寄せた。",24253.923297209883,24282.91015625,20900.0,23457.595907857052
1,28990.0,13500.0,0.42,llm,"統計モデル(約11,200〜11,600)を出発点に、類似事例が概ねディーゼル4WDで高値なのに対し本車はガス・RWDのため上振れは限定的と判断し、やや上方修正した。",11643.123220061192,11167.4482421875,19995.0,12234.797198221857
1,5495.0,7600.0,0.6,llm,"LightGBM/XGBoost両モデルが約7,500で一致し、近傍中央値7,400とも整合。excellent・4WD・6気筒の装備が揃う点をわずかに加点した。",7500.025827072587,7518.47802734375,7400.0,7770.779136179649
1,29990.0,29500.0,0.45,llm,統計モデルは約25〜26千ドルだが、類似事例（多くはディーゼル）は33〜36千ドル。査定対象はガソリンでディーゼルより安価になるため、両者の中間やや下の水準とした。,25195.039822192648,25978.388671875,34657.0,28935.446270932218
1,21831.0,21831.0,0.93,llm,"類似事例が完全一致（同一仕様）で21,591〜21,831に集中しており、統計モデル予測もほぼ同水準のため中央値21,831を採用した。",22328.955219749234,22107.357421875,21831.0,21831.987599119057
1,2200.0,2100.0,0.62,llm,"車齢18年・20万マイルという条件が近い事例1・2（2,200〜2,500ドル）を重視し、LightGBM(1,729)とXGBoost(941)のやや低い予測を加味して2,100ドルとした。車齢14年の高価格事例は条件が離れるため参考程度。",1729.3245341011507,940.9951782226562,2500.0,2834.5845440002176
1,19900.0,21200.0,0.68,llm,"類似事例5件が19,000〜21,500に集中しており、Encore Essenceの実勢価格帯と整合する。LightGBM/XGBoostの27,000台は同車種の事例から乖離しているため、近傍中央値寄りに補正しつつ、Essenceグレード・低走行・excellentを加味して21,200とした。",27084.124317052563,27135.458984375,19990.0,22690.76125261437
1,6995.0,7300.0,0.55,llm,"統計モデル(約6,400〜6,600)を出発点に、類似事例が7,000〜10,000と高めであることを考慮して若干上振れさせた。ただし査定対象は車齢12年・14.2万マイルで状態goodと類似事例より劣るため、9,000超は妥当でないと判断。",6557.132581159581,6388.45947265625,9950.0,6283.022287077565
1,7995.0,7200.0,0.62,llm,"統計モデル2つが7,100〜7,300で一致しており、高走行距離(159k mi)である点も低めを支持する。類似事例のうち走行距離が近い事例2・4（5,490〜6,500）と整合的で、高価格事例は走行距離が大幅に少ないため重視しなかった。",7328.2957079902935,7162.71875,9995.0,8103.177449145472
1,14975.0,8600.0,0.4,llm,"統計モデル2種と近傍中央値が9,000〜9,500に集まるためこれを起点とし、類似事例の価格が1,800〜17,000と大きくばらつくこと、査定対象が26年落ちのジープ（マニュアル・詳細不明）である点を考慮し、やや下方に調整した。",9080.721486163622,9354.9140625,9495.0,3957.25249358702
1,10950.0,11000.0,0.55,llm,"統計モデル（約12.7〜13.7千ドル）を出発点にしつつ、類似事例が7千〜12千ドルに分布するため、やや下方に調整。clean title・excellent・コンバーチブルというプラス要素を考慮して11,000ドルとした。",13712.315722336107,12723.3544921875,7995.0,14792.186023741546
1,12500.0,8900.0,0.55,llm,"統計モデルの7,900〜8,400を起点に、ガソリン車の類似事例（5,700〜8,000）と整合しつつ、4WD・excellent状態のプラスを小幅に加味した。ディーゼルの高値事例は燃料が異なるため重視しなかった。",7870.705895876489,8445.083984375,8000.0,9954.562615428362
1,8500.0,11500.0,0.62,llm,"統計モデル（約9,800〜10,600）を出発点に、類似事例が11,000〜13,300に集中していることを加味して中間寄りに調整した。",10619.572857011737,9835.4091796875,11995.0,10173.599430651957
1,21590.0,20300.0,0.62,llm,"統計モデル予測（約21,000）を出発点に、4WD同等の類似事例（19,551〜22,900）とFWD事例（約17,400〜18,000）の差を考慮し、やや下方修正した。",21300.304440312142,20906.56640625,17988.0,20351.37631157054
1,65950.0,62000.0,0.5,llm,統計モデル（52.5k〜55.3k）を出発点にしつつ、新車同然（車齢0・250マイル）の4WD Sierraで類似事例が64k〜83kと高値であることを重視し、中間よりやや上の水準とした。,55278.39197888226,52541.171875,67950.0,53919.44668974672
1,9700.0,6500.0,0.6,llm,"統計モデル(5.2k〜5.9k)を出発点に、salvage名義の減価を考慮。類似のrebuilt事例が7,200である一方clean事例は11k超なので、salvageはそれより低い6,500程度と判断した。",5914.573153962667,5197.05859375,10990.0,6917.5985675927195
1,5800.0,5400.0,0.6,llm,"統計モデル（5,264〜5,652）を出発点に、類似事例のGTコンバーチブル中央値（約5,995）を考慮。状態がgoodで走行距離も平均的なため、やや控えめの5,400とした。",5263.7906520405995,5651.876953125,5995.0,4082.5841223955954
1,6900.0,5000.0,0.66,llm,"統計モデルは5,500前後、類似事例は4,500〜5,500で中央値4,500。状態がlike newな点を加味し中間の5,000とした。",5476.0056526873195,5621.37548828125,4500.0,4722.051759745417
1,2500.0,2400.0,0.55,llm,"統計モデル（2,600〜2,976）を出発点に、最も類似する事例1が1,600と低く、他事例も2,000〜2,800中心のため、やや下方修正した。走行距離20万マイル超も減価要因。",2975.753425419706,2602.98046875,2600.0,2291.572550817819
1,9995.0,12600.0,0.72,llm,"統計モデル2種と近傍中央値がいずれも12,400〜12,500に集中しており、類似事例も11,000〜14,400の範囲でその中心付近。excellent・4WDの点をわずかに加点した。",12534.85550396285,12388.8759765625,12500.0,10557.424437889009
1,2500.0,8200.0,0.5,llm,"統計モデルは約1万ドルだが、類似事例（同車種・高走行）は4,200〜10,500で中央値7,500。高走行距離を考慮しモデル予測を下方修正した中間値とした。",9960.359164131967,10335.400390625,7500.0,9064.805503016736
1,4390.0,5100.0,0.72,llm,"類似事例が4,390〜5,900に集中し、特に同一条件の事例1が4,390。統計モデル（XGB約6,000、近傍中央値5,400）を若干下方修正した水準とした。",7286.278226426955,5983.47900390625,5400.0,3624.445526697293
1,21900.0,24800.0,0.68,llm,"統計モデル（26,000前後）を出発点にしつつ、類似事例が18,900〜24,700と全体的に低めのため下方修正した。特にCA・SUV・4WDの近い事例が24,724である点を重視した。",26077.163417462743,26811.375,22999.0,25020.66445932623
1,5888.0,5200.0,0.45,llm,"統計モデルは約6,800USDだが、類似事例は2,000〜7,750と幅が広く中央値は4,000。excellent状態を加味し、両者の中間の5,200USDとした。",6872.953322843222,6726.13232421875,4000.0,5898.017488470846
1,10495.0,7600.0,0.6,llm,"LightGBMとXGBoostの中間（約7,200）を出発点に、最類似の9年落ち300 Limited事例が9,500だった点を加味しつつ、走行距離15万マイルとやや多いため微調整して7,600とした。",7668.433737361785,6643.93310546875,9500.0,7475.001063456207
1,19990.0,18500.0,0.5,llm,"統計モデルは約22,000だが、類似のCR-V LX事例は5〜6年落ちで14,000〜15,000台。走行距離が少なく4WD・excellentである点を加味し、両者の中間寄りに設定した。",22067.58957776751,21806.900390625,14000.0,20456.43398965716
1,7900.0,8800.0,0.6,llm,"LightGBMとXGBoostの中間（約8,800）を出発点とし、類似事例が6,700〜10,000と概ね9,000前後に集中していることを重視した。装備情報が乏しく上振れ要因もないため中央値付近に置いた。",9045.274935412013,8521.650390625,8971.0,8118.872362907459
1,43990.0,41500.0,0.63,llm,"統計モデル（LightGBM 44.3k/XGB 40.4k）を出発点とし、最も類似したScat Pack（2.2万マイル、39,590）より走行距離が極めて少ない点を上乗せ要因とした。R/T事例は下位グレードのため参考程度に留めた。",44256.83764296491,40367.0703125,36990.0,44120.981075045034
1,12997.0,10900.0,0.6,llm,"LightGBMとXGBoostの中間かつ近傍中央値10,995と整合。類似事例は8千〜1.6万と幅があるが中心は約1.1万で、4WD・pickupのプラス要素と高走行のマイナスが概ね相殺すると判断。",10274.789092074328,11620.8994140625,10995.0,10527.87205606847
1,4500.0,3600.0,0.55,llm,"統計モデル（LightGBM3,345/XGB2,737）を出発点に、最も類似度の高い事例1（4気筒MT・同走行距離で3,460）を重視した。6気筒4WDの高価格事例は装備差があるため参考程度とし、やや上振れさせた3,600とした。",3345.044448682492,2737.20654296875,6500.0,5116.521380025486
1,8999.0,9800.0,0.6,llm,"統計モデル（約10,700〜11,000）を出発点にしつつ、類似事例が6,000〜11,450と幅広く中央値8,800であること、走行距離が16万マイルとやや多くPrius cは通常Priusより安価なことを考慮して下方修正した。",10690.508951945141,11059.4912109375,8800.0,11078.767220926009
1,6995.0,6400.0,0.6,llm,"類似事例が5,500〜7,100に集中し、rebuilt名義の減価を考慮すると統計モデルの8,200〜8,500は高め。近傍中央値6,500とrebuilt事例7,100を重視した。",8213.168744276913,8497.1650390625,6500.0,5842.37118618255
1,14900.0,15200.0,0.6,llm,"統計モデル（約11-12k）より類似のラングラー実績（14k〜20k）が明確に高く、Wranglerは残価が高い車種のため上振れを見込んだ。車齢12年・10.7万マイル・excellent・clean名義を踏まえ中間値の15,200ドルとした。",10898.584072329364,12109.4951171875,17200.0,16509.551173845244
1,26900.0,29200.0,0.62,llm,"統計モデル2つと近傍中央値が29,300〜30,300で一致し、類似事例も27,000〜32,000が主体。低価格の事例1は外れ値と判断し、わずかに下方調整した。",29299.369001194464,30284.09765625,29990.0,27170.147240083275
1,13000.0,12500.0,0.55,llm,統計モデル予測は約10.5千ドルで、rebuilt名義による大幅減価を反映していると考えられる。類似事例は全てclean名義で15〜22千ドルのため、その中間よりモデル寄りに設定した。,10563.876702929674,10554.0322265625,17000.0,11959.086515235558
1,18533.0,15800.0,0.6,llm,"統計モデル予測（14.7k〜16.3k）を出発点に、ほぼ同一スペックの事例1（18,533）が高めであることを考慮し、やや上方の15,800とした。類似事例は10,999〜18,533とばらつきが大きいため確信度は中程度。",14717.375640367658,16313.85546875,14985.0,13335.949754072963
