fold,実際,機能B,confidence,由来,理由,LightGBM,XGBoost
2,138.7,163.0,0.6,llm,統計モデル2つの中間（159〜165）を出発点とし、類似事例が130〜195と幅広いが車齢7年・低走行4.2万km・後期モデル・充実装備で中位帯が妥当と判断。,164.78031430979462,158.6900634765625
2,112.4,122.0,0.5,llm,統計モデル予測(約115万円)を出発点とし、類似事例はいずれもハイブリッドで年式も新しく高価格帯のため、非ハイブリッド・車齢11年の本件は下方だが、走行4万kmと保証付を評価してやや上乗せした。,115.08125706414033,114.34693908691406
2,250.5,260.0,0.62,llm,統計モデル予測(255〜263)を出発点に、モデリスタエアロ・全周囲カメラ等の充実装備は加点だが、保証なし・車検残2ヶ月は減点。類似事例も230〜300に分布するため中間値とした。,255.1797101929159,262.74029541015625
2,170.0,182.0,0.62,llm,統計モデル(176〜180万)を出発点に、ほぼ同条件の大阪のGクエロ事例が175〜198万と上振れ気味で、ワンオーナー・充実装備・低走行を加味して微増の182万とした。,179.8949446516306,175.71188354492188
2,149.3,149.5,0.6,llm,統計モデル予測155〜157を出発点としつつ、類似事例が128〜160（多くは135前後）に分布するため下方修正。ただし低走行(3.5万km)・後期・9インチナビ・パノラミックビュー・LEDなど装備充実で高めを維持。,157.3191540114948,155.0541229248047
2,294.2,308.0,0.6,llm,統計モデル約297万を出発点に、車齢2年・低走行23千km・充実装備（寒冷地仕様、前後ドラレコ、100V、OPアルミ）と類似事例が309〜333万に多い点を考慮し、やや上方修正した。,297.0385250914456,298.6796875
2,109.0,110.0,0.55,llm,統計モデルの約102〜104万円を出発点に、類似事例が96〜128万円と全体に高めで、修復歴なし・両側電動スライドドア等の装備が充実している点を加味して若干上振れさせた。,102.26857641757731,103.83309936523438
2,182.8,168.0,0.6,llm,統計モデル2つ（163.7/168.8）を出発点とし、類似事例のうち高額な2件はハイブリッドZグレードで条件が異なるため重視せず、非HVの中古事例は年式・距離が劣るため参考程度とした。,163.6856969560834,168.7906951904297
2,130.1,115.0,0.55,llm,統計モデル予測(106〜110万円)を出発点に、同年代・同グレードGの類似事例(145.5万円など)がやや高めであること、モデリスタ・両側パワースライド等の装備が揃うことを考慮して小幅に上振れさせた。,106.40570684220208,109.8821029663086
2,138.6,126.0,0.6,llm,統計モデル予測（128〜134万）を出発点とし、類似事例が95〜110万台に多い点を考慮してやや下方修正。装備は充実（ドラレコ・ETC2.0・14点）だがファンベースGで走行7.5万kmのため中庸に設定。,128.42040762356524,134.4153594970703
2,299.6,281.0,0.68,llm,統計モデル2つがほぼ281万で一致し、類似事例も267〜304万の範囲に収まるため、モデル予測をほぼ採用した。,280.82089832616015,282.3864440917969
2,196.1,177.0,0.62,llm,統計モデル2つ(171.7〜179.5)の中間を基点とし、車齢7年・低走行4.2万km・装備充実・保証付きという点で類似事例の車齢3年群(240〜310)と11年群(79〜128)の中間帯に収まるため、モデル予測をほぼ支持した。,179.50703476793421,171.7284698486328
2,100.3,92.0,0.5,llm,統計モデル(86〜112万)を起点に、修復歴ありのマイナスと装備充実・低走行のプラスを相殺し、類似事例の下位帯(72〜135万)を踏まえて90万円台前半と判断した。,85.93881320082549,111.8490982055664
2,342.3,342.5,0.72,llm,統計モデル2つが約343-344万円でほぼ一致し、最も類似する鳥取県・黒・同装備の事例が342.3万円と整合。装備数が1つ多い点を考慮しつつ、類似事例の価格帯（325-342万円）上限付近に設定した。,343.5150037133657,344.4784240722656
2,220.8,204.0,0.6,llm,統計モデル約209〜211を出発点に、最も近い同車齢ハイブリッドG（192万円）などの類似事例がやや低めであることを考慮して小幅に下方修正した。,210.78934766814547,208.34408569335938
2,264.0,255.0,0.42,llm,統計モデル（約267〜270万円）を出発点としたが、類似事例はいずれも車齢が古く安価（119〜168万円）で、上位グレードZ・車齢3年の新しさを反映しきれていない。モデル予測をやや下方修正した。,270.47209126946535,267.3255615234375
2,245.3,231.0,0.6,llm,統計モデル2つ（226〜236万）の中間を出発点とし、車齢4年・Zグレード・純正10インチナビ等の充実装備は上位事例（204.9〜215.4万、ただし車齢5〜6年）より有利なため、モデル予測を維持した。,236.33022971997923,226.50367736816406
2,157.0,156.0,0.6,llm,統計モデル約148万を出発点とし、類似事例はいずれも車齢4〜6年で価格が高いため直接比較できないが、査定対象は装備充実・ワンオーナー禁煙・修復歴なし・低走行のため若干上振れさせた。,148.49897271958253,147.61634826660156
2,149.8,172.0,0.6,llm,統計モデルの予測(161〜166万円)を出発点に、装備が14点と充実し走行4万kmと良好、類似事例が175〜190万円台に集中している点を加味して小幅に上方修正した。,165.65442680151793,161.40098571777344
2,222.0,208.0,0.7,llm,統計モデル2つ(205〜213)を出発点とし、車齢5年・3.3万km・HVで装備の充実した事例5(203.8万)が最も近い条件のため、ほぼ中間値を採用。,212.60875412863987,205.1591033935547
2,141.8,110.0,0.6,llm,統計モデル2つ（106.6〜110.2）を出発点とし、最も近い事例1（109.9）とも整合。TRDエアロ等の社外パーツはプラス要因だが走行8.2万kmで相殺し、110万円とした。,110.22036614526446,106.60674285888672
2,199.1,238.0,0.5,llm,統計モデル2つ（236・248）の中間を出発点とし、類似事例が160〜266と幅広くグレードGは上位Zより下位である点を考慮してやや低めに寄せた。,236.19245389198494,248.09384155273438
2,178.0,178.0,0.68,llm,統計モデル予測(174〜178万)を出発点とし、同年式・同グレード帯の類似事例(158〜202万)とも整合するため、装備充実・ワンオーナー分をやや上乗せした。,174.32626884246062,177.67941284179688
2,219.9,228.0,0.55,llm,統計モデル予測（217〜231万）を出発点とし、類似事例はほぼハイブリッド車で高価格帯のため直接比較しにくい。非HVのGグレード・低走行・保証付を考慮し、予測レンジ上寄りの228万とした。,216.8952994260519,231.36770629882812
2,155.1,158.0,0.5,llm,統計モデル(143〜151万)を出発点としつつ、類似事例が169〜193万と高めだが、いずれも上位グレードGや福祉車両であり、査定対象は下位グレードXのため上方修正は小幅に留めた。,151.41747249782608,143.23675537109375
2,286.0,266.0,0.72,llm,LightGBM/XGBoostの予測(約266-268万円)を出発点とし、走行距離がやや多め(4万km)である点を考慮。類似の広島県・Zグレード事例(272〜278万円)よりわずかに低い水準が妥当と判断した。,266.4821893946201,267.6739807128906
2,196.8,218.0,0.6,llm,統計モデル223〜228を出発点に、修復歴ありの類似事例が204〜208に集まることを考慮し、やや下方修正した。ハイブリッド・低走行はプラス材料。,227.49993225015703,223.28367614746094
2,99.0,112.0,0.5,llm,統計モデル予測(108〜136)を出発点に、修復歴ありとXグレード(類似事例はGが中心)による減額を考慮し、低めのLightGBM寄りに設定。4WD・低走行はプラス材料だが修復歴のマイナスが大きい。,107.64056949822961,136.33250427246094
2,143.9,172.0,0.62,llm,統計モデル（169〜176）を出発点とし、同県・同グレード・同年式のHV事例193.5がHV・保証付である点を差し引き、装備充実（前後ドラレコ・ETC2.0）を若干加点して172万円と判断。,169.29233871695365,176.21478271484375
2,98.9,120.0,0.62,llm,統計モデル2つ（117.7/123.0）の中間を採用。車齢10年・9.9万km・非ハイブリッドという条件は最類似の事例2（113.3万）と整合し、4WD・寒冷地仕様・装備で若干上乗せ。,117.71038103601455,123.04307556152344
2,124.0,140.0,0.5,llm,統計モデルの133〜136を出発点に、類似事例（123〜176、多くは保証付き上位グレード）がやや高いことを考慮して小幅に上振れさせた。査定対象は保証なし・標準Gグレードのため大きくは引き上げていない。,133.88273838870484,135.8896484375
2,109.8,126.0,0.6,llm,統計モデル2つの中間（118〜131）を起点に、最類似の岩手県同色同グレード事例113.3より走行距離が大幅に少ない点を加点評価した。,118.4344260398893,131.22206115722656
2,162.0,152.0,0.5,llm,統計モデル予測(150〜168万)を出発点に、修復歴ありがマイナス要因である一方、9インチナビ・全方位カメラ・両側パワスラは加点。同年代・同走行距離の事例1(149.6万)が最も近く、下寄りに置いた。,149.815663959558,168.04478454589844
2,189.5,175.0,0.6,llm,統計モデル予測（164〜178万円）を出発点に、4WD・装備充実（9インチナビ、パノラミックビュー、両側パワスラ、保証付）を評価し、類似事例（139〜212万円）の中位帯に収まる175万円とした。,164.07276019608045,177.74578857421875
2,211.6,211.0,0.6,llm,LightGBMとXGBoostの中間(約212)を出発点とし、ハイブリッド・低走行・充実装備は加点だが車齢6年で類似事例の190〜236の帯にも整合するため211万円とした。,218.96396724864624,205.76316833496094
2,156.0,155.0,0.6,llm,統計モデル2つがほぼ157万で一致しており出発点とした。類似事例は85〜186万と幅広いが、保証付・ハイブリッド・走行距離が少なめで上位帯寄りと判断し、わずかに下方修正した。,157.30692119817314,156.724853515625
2,89.5,90.0,0.6,llm,統計モデル2つが88〜89万円でほぼ一致し、走行距離が多く装備も少ない点は最も条件の近い事例3（10.4万km級で70.9万円）と整合的。2年保証がある分わずかに上乗せした。,89.33770312614179,88.41754150390625
2,215.0,195.0,0.6,llm,統計モデル約198〜201を出発点とし、類似事例（同年式・同グレード帯で177〜187）がやや低いことを考慮して微調整。ワンオーナー・装備充実・HV・保証付きはプラス要因。,198.05943488876974,201.2183837890625
2,149.0,128.0,0.53,llm,統計モデル予測(134〜145)を起点に、修復歴ありによる減価と装備の少なさを考慮して下寄せ。同年式・同グレードの類似事例(118.5〜150.5)の範囲内に収まる水準とした。,133.85856583844466,145.24569702148438
3,159.4,149.0,0.55,llm,統計モデル約139万を出発点に、類似事例（同年式・低走行のG系が160〜178万）がやや上振れしているため、9型ナビ・低走行37千kmの装備充実を加味して小幅に上方修正した。,139.5024011503284,138.60948181152344
